Stock,Timeframe,EMA Pair,Cross Time,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA10 @ Touch,EMA20 @ Touch,Entry,SL Price,SL %,SL Source,Target Price,R:R,Outcome,SL Hit Time,Target Hit Time,Max High Seen,PnL %,Duration
INFY,1d,EMA21/EMA50,2024-11-27 00:00:00,2024-12-19 00:00:00,1934.0,1959.75,1920.0,1946.2,1931.17,1898.4,Between Slow & Fast EMA,16,,,1946.2,1835.2,5.7,prior swing low @ 2024-12-02 00:00:00,2033.78,0.79,SL HIT,2025-01-17 00:00:00,Not Hit,1982.8,-5.7,20d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-12-27 00:00:00,1298.55,1315.95,1298.55,1307.55,1306.57,1292.54,Between Slow & Fast EMA,244,,,1307.55,1272.4,2.69,prior swing low @ 2024-12-20 00:00:00,1366.39,1.67,SL HIT,2025-01-01 00:00:00,Not Hit,1326.5,-2.69,3d
INFY,1d,EMA21/EMA50,2024-11-27 00:00:00,2025-01-02 00:00:00,1887.0,1962.65,1885.3,1957.85,1919.93,1902.4,At/Below Slow EMA,25,,,1957.85,1845.05,5.76,prior swing low @ 2024-12-31 00:00:00,2045.95,0.78,SL HIT,2025-01-17 00:00:00,Not Hit,1982.8,-5.76,11d
INFY,1d,EMA21/EMA50,2024-11-27 00:00:00,2025-01-08 00:00:00,1930.0,1938.6,1888.75,1933.15,1924.67,1907.23,At/Below Slow EMA,29,,,1933.15,1888.75,2.3,touch is swing low,2020.14,1.96,SL HIT,2025-01-17 00:00:00,Not Hit,1982.8,-2.3,7d
HDFCBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-04-08 00:00:00,882.5,891.0,875.15,884.58,883.81,871.72,Between Slow & Fast EMA,12,,,884.58,869.1,1.75,prior swing low @ 2025-04-07 00:00:00,924.39,2.57,TARGET HIT,Not Hit,2025-04-15 00:00:00,938.4,4.5,3d
HDFCBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-05-15 00:00:00,956.75,972.4,948.5,966.9,951.7,923.23,Between Slow & Fast EMA,35,,,966.9,948.5,1.9,touch is swing low,1010.41,2.36,TARGET HIT,Not Hit,2025-06-26 00:00:00,1013.55,4.5,30d
HDFCBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-05-22 00:00:00,957.6,962.1,952.6,959.95,956.03,930.5,Between Slow & Fast EMA,40,,,959.95,952.6,0.77,touch is swing low,1003.15,5.88,TARGET HIT,Not Hit,2025-06-26 00:00:00,1013.55,4.5,25d
HDFCBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-05-28 00:00:00,960.1,967.25,958.85,961.75,958.93,935.65,Between Slow & Fast EMA,44,,,961.75,952.6,0.95,prior swing low @ 2025-05-22 00:00:00,1005.03,4.73,TARGET HIT,Not Hit,2025-06-26 00:00:00,1013.55,4.5,21d
HDFCBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-06-02 00:00:00,965.05,968.0,954.0,966.05,961.06,939.25,Between Slow & Fast EMA,47,,,966.05,953.65,1.28,prior swing low @ 2025-05-29 00:00:00,1009.52,3.51,TARGET HIT,Not Hit,2025-06-26 00:00:00,1013.55,4.5,18d
RELIANCE,1d,EMA21/EMA50,2025-04-22 00:00:00,2025-06-02 00:00:00,1412.1,1417.5,1395.6,1413.7,1406.72,1358.35,Between Slow & Fast EMA,28,,,1413.7,1395.6,1.28,touch is swing low,1477.32,3.51,TARGET HIT,Not Hit,2025-06-26 00:00:00,1498.8,4.5,18d
ICICIBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-06-02 00:00:00,1442.0,1460.0,1432.8,1450.5,1436.87,1395.31,Between Slow & Fast EMA,47,,,1450.5,1427.8,1.56,prior swing low @ 2025-05-22 00:00:00,1515.77,2.88,SL HIT,2025-06-04 00:00:00,Not Hit,1455.0,-1.56,2d
HDFCBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-06-04 00:00:00,960.5,971.65,960.45,970.6,962.03,941.35,Between Slow & Fast EMA,49,,,970.6,953.65,1.75,prior swing low @ 2025-05-29 00:00:00,1014.28,2.58,TARGET HIT,Not Hit,2025-07-23 00:00:00,1014.9,4.5,35d
RELIANCE,1d,EMA21/EMA50,2025-04-22 00:00:00,2025-06-04 00:00:00,1414.7,1425.7,1406.1,1423.5,1408.14,1362.68,Between Slow & Fast EMA,30,,,1423.5,1395.6,1.96,prior swing low @ 2025-06-02 00:00:00,1487.56,2.3,TARGET HIT,Not Hit,2025-06-26 00:00:00,1498.8,4.5,16d
ICICIBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-06-05 00:00:00,1430.9,1459.0,1427.3,1454.8,1438.1,1400.53,Between Slow & Fast EMA,50,,,1454.8,1426.4,1.95,prior swing low @ 2025-06-04 00:00:00,1520.27,2.31,SL HIT,2025-06-10 00:00:00,Not Hit,1466.8,-1.95,3d
RELIANCE,1d,EMA21/EMA50,2025-04-22 00:00:00,2025-06-13 00:00:00,1424.0,1435.5,1414.3,1427.9,1424.12,1381.9,Between Slow & Fast EMA,37,,,1427.9,1414.3,0.95,touch is swing low,1492.16,4.72,TARGET HIT,Not Hit,2025-06-26 00:00:00,1498.8,4.5,9d
RELIANCE,1d,EMA21/EMA50,2025-04-22 00:00:00,2025-06-16 00:00:00,1426.9,1442.4,1424.4,1437.8,1425.36,1384.1,Between Slow & Fast EMA,38,,,1437.8,1414.3,1.63,prior swing low @ 2025-06-13 00:00:00,1502.5,2.75,TARGET HIT,Not Hit,2025-06-27 00:00:00,1522.0,4.5,9d
RELIANCE,1d,EMA21/EMA50,2025-04-22 00:00:00,2025-06-18 00:00:00,1430.0,1442.8,1425.7,1430.1,1426.27,1387.68,Between Slow & Fast EMA,40,,,1430.1,1414.3,1.1,prior swing low @ 2025-06-13 00:00:00,1494.45,4.07,TARGET HIT,Not Hit,2025-06-26 00:00:00,1498.8,4.5,6d
RELIANCE,1d,EMA21/EMA50,2025-04-22 00:00:00,2025-06-19 00:00:00,1430.1,1439.9,1425.7,1433.3,1426.91,1389.46,Between Slow & Fast EMA,41,,,1433.3,1414.3,1.33,prior swing low @ 2025-06-13 00:00:00,1497.8,3.39,TARGET HIT,Not Hit,2025-06-26 00:00:00,1498.8,4.5,5d
RELIANCE,1d,EMA21/EMA50,2025-04-22 00:00:00,2025-06-20 00:00:00,1431.0,1471.0,1428.1,1466.2,1430.48,1392.47,Between Slow & Fast EMA,42,,,1466.2,1414.3,3.54,prior swing low @ 2025-06-13 00:00:00,1532.18,1.27,TARGET HIT,Not Hit,2025-07-07 00:00:00,1544.8,4.5,11d
HDFCBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-06-20 00:00:00,965.8,984.95,965.8,982.35,969.48,953.67,Between Slow & Fast EMA,61,,,982.35,958.5,2.43,prior swing low @ 2025-06-18 00:00:00,1026.56,1.85,SL HIT,2025-08-28 00:00:00,Not Hit,1018.85,-2.43,47d
INFY,1d,EMA21/EMA50,2025-06-16 00:00:00,2025-06-25 00:00:00,1590.0,1619.9,1585.1,1614.9,1594.03,1585.86,At/Below Slow EMA,7,,,1614.9,1575.4,2.45,prior swing low @ 2025-06-23 00:00:00,1687.57,1.84,SL HIT,2025-07-11 00:00:00,Not Hit,1649.0,-2.45,12d
ICICIBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-06-26 00:00:00,1424.8,1447.5,1421.7,1439.1,1428.68,1412.07,Between Slow & Fast EMA,65,,,1439.1,1404.7,2.39,prior swing low @ 2025-06-19 00:00:00,1503.86,1.88,SL HIT,2025-08-28 00:00:00,Not Hit,1500.0,-2.39,43d
ICICIBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-07-04 00:00:00,1427.0,1444.4,1421.1,1442.8,1432.85,1417.8,Between Slow & Fast EMA,71,,,1442.8,1421.1,1.5,touch is swing low,1507.73,2.99,SL HIT,2025-07-11 00:00:00,Not Hit,1445.0,-1.5,5d
ICICIBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-07-08 00:00:00,1432.0,1445.0,1430.0,1442.0,1433.92,1419.42,Between Slow & Fast EMA,73,,,1442.0,1421.1,1.45,prior swing low @ 2025-07-04 00:00:00,1506.89,3.1,SL HIT,2025-07-11 00:00:00,Not Hit,1439.0,-1.45,3d
HDFCBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-07-15 00:00:00,986.5,1001.8,986.5,997.75,991.49,974.85,Between Slow & Fast EMA,78,,,997.75,985.3,1.25,prior swing low @ 2025-07-14 00:00:00,1042.65,3.61,SL HIT,2025-07-18 00:00:00,Not Hit,1011.35,-1.25,3d
INFY,1d,EMA21/EMA50,2025-06-16 00:00:00,2025-07-16 00:00:00,1579.0,1612.0,1578.5,1607.9,1605.33,1597.07,At/Below Slow EMA,22,,,1607.9,1559.8,2.99,prior swing low @ 2025-07-14 00:00:00,1680.26,1.5,SL HIT,2025-07-23 00:00:00,Not Hit,1610.0,-2.99,5d
HDFCBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-07-21 00:00:00,989.1,1001.0,988.25,1000.25,991.83,977.48,Between Slow & Fast EMA,82,,,1000.25,976.5,2.37,prior swing low @ 2025-07-18 00:00:00,1045.26,1.9,SL HIT,2025-08-26 00:00:00,Not Hit,1018.85,-2.37,25d
HDFCBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-07-29 00:00:00,999.95,1013.25,998.15,1010.8,998.33,983.72,Between Slow & Fast EMA,88,,,1010.8,998.15,1.25,touch is swing low,1056.29,3.6,SL HIT,2025-08-04 00:00:00,Not Hit,1016.3,-1.25,4d
HDFCBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-08-11 00:00:00,987.95,998.8,986.55,997.8,997.7,988.05,At/Below Slow EMA,97,,,997.8,982.75,1.51,prior swing low @ 2025-08-05 00:00:00,1042.7,2.98,SL HIT,2025-08-22 00:00:00,Not Hit,1013.3,-1.51,8d
ICICIBANK,1d,EMA21/EMA50,2025-03-20 00:00:00,2025-08-21 00:00:00,1440.1,1447.8,1436.4,1446.0,1442.88,1438.8,At/Below Slow EMA,104,,,1446.0,1423.0,1.59,prior swing low @ 2025-08-20 00:00:00,1511.07,2.83,SL HIT,2025-08-26 00:00:00,Not Hit,1446.0,-1.59,3d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-11-03 00:00:00,985.0,994.55,983.3,992.65,990.2,982.76,Between Slow & Fast EMA,10,,,992.65,981.15,1.16,prior swing low @ 2025-10-31 00:00:00,1037.32,3.88,SL HIT,2025-11-06 00:00:00,Not Hit,997.0,-1.16,2d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-11-11 00:00:00,983.5,993.5,978.0,991.7,988.59,983.31,At/Below Slow EMA,15,,,991.7,974.0,1.78,prior swing low @ 2025-11-06 00:00:00,1036.33,2.52,SL HIT,2025-12-18 00:00:00,Not Hit,1017.5,-1.78,27d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-11-14 00:00:00,976.05,991.65,976.05,989.6,988.59,983.91,At/Below Slow EMA,18,,,989.6,976.05,1.37,touch is swing low,1034.13,3.29,SL HIT,2025-12-18 00:00:00,Not Hit,1017.5,-1.37,24d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-11-17 00:00:00,991.25,997.95,985.6,996.55,989.31,984.4,Between Slow & Fast EMA,19,,,996.55,976.05,2.06,prior swing low @ 2025-11-14 00:00:00,1041.39,2.19,SL HIT,2025-12-18 00:00:00,Not Hit,1017.5,-2.06,23d
INFY,1d,EMA21/EMA50,2025-11-12 00:00:00,2025-11-17 00:00:00,1496.0,1510.2,1492.5,1507.6,1501.86,1498.34,At/Below Slow EMA,3,,,1507.6,1449.1,3.88,prior swing low @ 2025-11-07 00:00:00,1575.44,1.16,TARGET HIT,Not Hit,2025-11-24 00:00:00,1585.0,4.5,5d
INFY,1d,EMA21/EMA50,2025-11-12 00:00:00,2025-11-19 00:00:00,1490.5,1543.0,1490.5,1541.1,1504.15,1499.57,At/Below Slow EMA,5,,,1541.1,1483.2,3.76,prior swing low @ 2025-11-18 00:00:00,1610.45,1.2,TARGET HIT,Not Hit,2025-12-05 00:00:00,1631.8,4.5,12d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-11-19 00:00:00,990.0,996.55,984.0,994.6,990.05,985.1,At/Below Slow EMA,21,,,994.6,984.0,1.07,touch is swing low,1039.36,4.22,SL HIT,2025-11-26 00:00:00,Not Hit,1011.6,-1.07,5d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-11-26 00:00:00,981.3,1006.95,981.3,1003.9,993.69,987.77,At/Below Slow EMA,26,,,1003.9,981.3,2.25,touch is swing low,1049.08,2.0,SL HIT,2025-12-17 00:00:00,Not Hit,1017.5,-2.25,15d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-12-03 00:00:00,986.0,1002.3,986.0,1000.5,996.55,990.28,At/Below Slow EMA,31,,,1000.5,985.0,1.55,prior swing low @ 2025-12-02 00:00:00,1045.52,2.9,SL HIT,2025-12-17 00:00:00,Not Hit,1008.0,-1.55,10d
RELIANCE,1d,EMA21/EMA50,2025-10-21 00:00:00,2025-12-05 00:00:00,1530.4,1545.8,1520.6,1540.6,1528.45,1487.79,Between Slow & Fast EMA,31,,,1540.6,1517.6,1.49,prior swing low @ 2025-12-04 00:00:00,1609.93,3.01,TARGET HIT,Not Hit,2026-01-05 00:00:00,1611.8,4.5,20d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-12-05 00:00:00,992.0,1008.0,990.2,1003.3,997.22,991.05,At/Below Slow EMA,33,,,1003.3,985.0,1.82,prior swing low @ 2025-12-02 00:00:00,1048.45,2.47,SL HIT,2025-12-17 00:00:00,Not Hit,1006.5,-1.82,8d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-12-08 00:00:00,1000.0,1006.5,997.5,1003.1,997.75,991.52,Between Slow & Fast EMA,34,,,1003.1,985.0,1.8,prior swing low @ 2025-12-02 00:00:00,1048.24,2.49,SL HIT,2025-12-17 00:00:00,Not Hit,1004.7,-1.8,7d
RELIANCE,1d,EMA21/EMA50,2025-10-21 00:00:00,2025-12-11 00:00:00,1536.9,1550.0,1524.0,1545.0,1531.71,1495.31,Between Slow & Fast EMA,35,,,1545.0,1520.1,1.61,prior swing low @ 2025-12-09 00:00:00,1614.52,2.79,SL HIT,2026-01-06 00:00:00,Not Hit,1611.8,-1.61,17d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-12-11 00:00:00,990.0,1002.7,988.5,1000.3,997.28,992.01,At/Below Slow EMA,37,,,1000.3,985.3,1.5,prior swing low @ 2025-12-10 00:00:00,1045.31,3.0,SL HIT,2025-12-17 00:00:00,Not Hit,1004.7,-1.5,4d
RELIANCE,1d,EMA21/EMA50,2025-10-21 00:00:00,2025-12-18 00:00:00,1535.2,1551.5,1535.2,1544.4,1537.92,1504.95,Between Slow & Fast EMA,40,,,1544.4,1535.2,0.6,touch is swing low,1613.9,7.55,SL HIT,2026-01-06 00:00:00,Not Hit,1611.8,-0.6,12d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-12-23 00:00:00,990.5,998.9,987.7,996.6,993.48,991.57,At/Below Slow EMA,45,,,996.6,973.3,2.34,prior swing low @ 2025-12-18 00:00:00,1041.45,1.92,SL HIT,2026-01-06 00:00:00,Not Hit,1006.4,-2.34,9d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2025-12-24 00:00:00,993.0,999.4,993.0,997.2,993.82,991.79,Between Slow & Fast EMA,46,,,997.2,973.3,2.4,prior swing low @ 2025-12-18 00:00:00,1042.07,1.88,SL HIT,2026-01-06 00:00:00,Not Hit,1006.4,-2.4,8d
RELIANCE,1d,EMA21/EMA50,2025-10-21 00:00:00,2025-12-31 00:00:00,1541.0,1577.0,1541.0,1570.4,1549.36,1520.04,Between Slow & Fast EMA,48,,,1570.4,1537.8,2.08,prior swing low @ 2025-12-30 00:00:00,1641.07,2.17,SL HIT,2026-01-06 00:00:00,Not Hit,1611.8,-2.08,4d
INFY,1d,EMA21/EMA50,2025-11-12 00:00:00,2026-01-01 00:00:00,1615.4,1639.6,1614.1,1629.8,1616.77,1577.94,Between Slow & Fast EMA,35,,,1629.8,1609.2,1.26,prior swing low @ 2025-12-31 00:00:00,1703.14,3.56,SL HIT,2026-01-05 00:00:00,Not Hit,1643.5,-1.26,2d
TCS,1d,EMA21/EMA50,2025-11-19 00:00:00,2026-01-02 00:00:00,3234.0,3254.3,3219.5,3250.7,3232.43,3179.64,Between Slow & Fast EMA,31,,,3250.7,3153.1,3.0,prior swing low @ 2025-12-11 00:00:00,3396.98,1.5,SL HIT,2026-01-19 00:00:00,Not Hit,3300.6,-3.0,10d
HDFCBANK,1d,EMA21/EMA50,2025-10-17 00:00:00,2026-01-02 00:00:00,991.15,1003.2,988.8,1001.6,993.68,992.11,At/Below Slow EMA,52,,,1001.6,982.2,1.94,prior swing low @ 2025-12-30 00:00:00,1046.67,2.32,SL HIT,2026-01-05 00:00:00,Not Hit,1006.4,-1.94,1d
TCS,1d,EMA21/EMA50,2025-11-19 00:00:00,2026-01-06 00:00:00,3210.0,3263.2,3205.0,3255.8,3233.21,3184.0,Between Slow & Fast EMA,33,,,3255.8,3191.0,1.99,prior swing low @ 2026-01-05 00:00:00,3402.31,2.26,SL HIT,2026-01-08 00:00:00,Not Hit,3300.6,-1.99,2d
TCS,1d,EMA21/EMA50,2025-11-19 00:00:00,2026-01-07 00:00:00,3242.9,3300.6,3223.2,3295.6,3238.88,3188.37,Between Slow & Fast EMA,34,,,3295.6,3191.0,3.17,prior swing low @ 2026-01-05 00:00:00,3443.9,1.42,SL HIT,2026-01-08 00:00:00,Not Hit,3286.9,-3.17,1d
INFY,1d,EMA21/EMA50,2025-11-12 00:00:00,2026-01-07 00:00:00,1615.0,1642.0,1615.0,1639.0,1619.25,1584.83,Between Slow & Fast EMA,39,,,1639.0,1583.1,3.41,prior swing low @ 2026-01-05 00:00:00,1712.75,1.32,SL HIT,2026-01-14 00:00:00,Not Hit,1644.3,-3.41,5d
TCS,1d,EMA21/EMA50,2025-11-19 00:00:00,2026-01-12 00:00:00,3203.0,3252.0,3174.3,3239.6,3233.75,3191.68,At/Below Slow EMA,37,,,3239.6,3174.3,2.02,touch is swing low,3385.38,2.23,SL HIT,2026-01-16 00:00:00,Not Hit,3280.0,-2.02,3d
TCS,1d,EMA21/EMA50,2025-11-19 00:00:00,2026-01-13 00:00:00,3245.0,3280.0,3210.5,3268.0,3236.86,3194.67,Between Slow & Fast EMA,38,,,3268.0,3174.3,2.87,prior swing low @ 2026-01-12 00:00:00,3415.06,1.57,SL HIT,2026-01-16 00:00:00,Not Hit,3260.0,-2.87,2d
TCS,1d,EMA21/EMA50,2025-11-19 00:00:00,2026-01-28 00:00:00,3176.0,3205.2,3170.6,3200.1,3193.77,3184.76,At/Below Slow EMA,47,,,3200.1,3082.0,3.69,prior swing low @ 2026-01-21 00:00:00,3344.1,1.22,TARGET HIT,Not Hit,2026-02-03 00:00:00,3350.0,4.5,5d
INFY,1d,EMA21/EMA50,2025-11-12 00:00:00,2026-01-29 00:00:00,1658.0,1666.5,1642.1,1659.5,1645.24,1612.79,Between Slow & Fast EMA,53,,,1659.5,1631.2,1.71,prior swing low @ 2026-01-21 00:00:00,1734.18,2.64,SL HIT,2026-01-30 00:00:00,Not Hit,1655.0,-1.71,1d
INFY,1d,EMA21/EMA50,2025-11-12 00:00:00,2026-02-01 00:00:00,1630.0,1677.3,1604.0,1654.5,1645.73,1615.49,At/Below Slow EMA,55,,,1654.5,1604.0,3.05,touch is swing low,1728.95,1.47,SL HIT,2026-02-04 00:00:00,Not Hit,1728.0,-3.05,3d
TCS,1d,EMA21/EMA50,2025-11-19 00:00:00,2026-02-01 00:00:00,3123.8,3234.0,3105.2,3186.9,3183.66,3181.09,At/Below Slow EMA,50,,,3186.9,3092.0,2.98,prior swing low @ 2026-01-30 00:00:00,3330.31,1.51,TARGET HIT,Not Hit,2026-02-03 00:00:00,3350.0,4.5,2d
ICICIBANK,1d,EMA21/EMA50,2026-02-05 00:00:00,2026-02-17 00:00:00,1406.2,1413.6,1393.6,1407.5,1394.69,1385.67,Between Slow & Fast EMA,8,,,1407.5,1388.8,1.33,prior swing low @ 2026-02-09 00:00:00,1470.84,3.39,SL HIT,2026-02-19 00:00:00,Not Hit,1412.3,-1.33,2d
ICICIBANK,1d,EMA21/EMA50,2026-02-05 00:00:00,2026-02-25 00:00:00,1391.8,1407.4,1388.2,1400.5,1395.14,1387.85,Between Slow & Fast EMA,14,,,1400.5,1382.3,1.3,prior swing low @ 2026-02-24 00:00:00,1463.52,3.46,SL HIT,2026-02-27 00:00:00,Not Hit,1410.0,-1.3,2d
