Stock,Timeframe,EMA Pair,Cross Time,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA10 @ Touch,EMA20 @ Touch,Entry,SL Price,SL %,SL Source,Target Price,R:R,Outcome,SL Hit Time,Target Hit Time,Max High Seen,PnL %,Duration
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2026-04-02 13:15:00,2419.5,2454.0,2419.1,2453.5,,,Between Slow & Fast EMA,10,2419.41,2412.42,2453.5,2381.1,2.95,prior swing low @ 2026-04-02 09:15:00,2478.03,0.34,TARGET HIT,Not Hit,2026-04-06 09:15:00,2478.8,1.0,3h
HDFCBANK,1h,EMA10/EMA20,2026-04-06 11:15:00,2026-04-07 09:15:00,766.0,767.95,761.0,767.45,,,Between Slow & Fast EMA,5,761.69,756.3,767.45,761.0,0.84,touch is swing low,775.12,1.19,TARGET HIT,Not Hit,2026-04-08 09:15:00,815.0,1.0,7h
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2026-04-07 09:15:00,2461.0,2500.0,2448.0,2499.8,,,At/Below Slow EMA,20,2467.35,2449.5,2499.8,2448.0,2.07,touch is swing low,2524.8,0.48,TARGET HIT,Not Hit,2026-04-07 10:15:00,2527.1,1.0,1h
INFY,1h,EMA10/EMA20,2026-04-02 13:15:00,2026-04-07 09:15:00,1302.0,1322.4,1294.4,1321.0,,,At/Below Slow EMA,10,1306.15,1296.94,1321.0,1294.4,2.01,touch is swing low,1334.21,0.5,TARGET HIT,Not Hit,2026-04-07 11:15:00,1338.3,1.0,2h
HDFCBANK,1h,EMA10/EMA20,2026-04-06 11:15:00,2026-04-07 11:15:00,762.85,769.35,761.95,765.95,,,Between Slow & Fast EMA,7,762.62,757.77,765.95,761.0,0.65,prior swing low @ 2026-04-07 09:15:00,773.61,1.55,TARGET HIT,Not Hit,2026-04-08 09:15:00,815.0,1.0,5h
ICICIBANK,1h,EMA10/EMA20,2026-04-06 14:15:00,2026-04-07 11:15:00,1222.1,1229.0,1221.5,1224.9,,,Between Slow & Fast EMA,4,1221.89,1219.81,1224.9,1216.9,0.65,prior swing low @ 2026-04-07 09:15:00,1237.15,1.53,TARGET HIT,Not Hit,2026-04-07 13:15:00,1241.6,1.0,2h
ICICIBANK,1h,EMA10/EMA20,2026-04-06 14:15:00,2026-04-07 12:15:00,1224.2,1229.8,1222.5,1225.3,,,Between Slow & Fast EMA,5,1222.51,1220.33,1225.3,1216.9,0.69,prior swing low @ 2026-04-07 09:15:00,1237.55,1.46,TARGET HIT,Not Hit,2026-04-07 13:15:00,1241.6,1.0,1h
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2026-04-09 09:15:00,2554.0,2578.2,2531.1,2563.4,,,Between Slow & Fast EMA,34,2550.47,2526.97,2563.4,2531.1,1.26,touch is swing low,2589.03,0.79,TARGET HIT,Not Hit,2026-04-09 11:15:00,2598.8,1.0,2h
HDFCBANK,1h,EMA10/EMA20,2026-04-06 11:15:00,2026-04-09 10:15:00,802.85,804.9,801.0,803.2,,,Between Slow & Fast EMA,20,801.98,790.01,803.2,800.4,0.35,prior swing low @ 2026-04-09 09:15:00,811.23,2.87,SL HIT,2026-04-09 12:15:00,Not Hit,804.25,-0.35,2h
RELIANCE,1h,EMA10/EMA20,2026-04-08 12:15:00,2026-04-09 10:15:00,1336.5,1339.0,1331.5,1336.9,,,At/Below Slow EMA,5,1336.26,1331.83,1336.9,1331.5,0.4,touch is swing low,1350.27,2.48,SL HIT,2026-04-09 14:15:00,Not Hit,1339.7,-0.4,4h
ICICIBANK,1h,EMA10/EMA20,2026-04-06 14:15:00,2026-04-09 10:15:00,1293.8,1298.8,1290.6,1294.8,,,Between Slow & Fast EMA,17,1291.18,1272.39,1294.8,1216.9,6.02,prior swing low @ 2026-04-07 09:15:00,1307.75,0.17,TARGET HIT,Not Hit,2026-04-10 09:15:00,1321.1,1.0,6h
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2026-04-09 10:15:00,2563.8,2570.6,2552.4,2566.0,,,Between Slow & Fast EMA,35,2553.3,2530.69,2566.0,2531.1,1.36,prior swing low @ 2026-04-09 09:15:00,2591.66,0.74,TARGET HIT,Not Hit,2026-04-09 11:15:00,2598.8,1.0,1h
INFY,1h,EMA10/EMA20,2026-04-02 13:15:00,2026-04-09 14:15:00,1328.5,1337.3,1325.0,1334.6,,,At/Below Slow EMA,29,1331.75,1328.15,1334.6,1314.1,1.54,prior swing low @ 2026-04-09 09:15:00,1347.95,0.65,SL HIT,2026-04-10 09:15:00,Not Hit,1334.6,-1.54,2h
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2026-04-09 14:15:00,2580.6,2595.4,2568.8,2588.6,,,Between Slow & Fast EMA,39,2572.71,2549.82,2588.6,2531.1,2.22,prior swing low @ 2026-04-09 09:15:00,2614.49,0.45,SL HIT,2026-04-10 09:15:00,Not Hit,2596.3,-2.22,2h
ICICIBANK,1h,EMA10/EMA20,2026-04-06 14:15:00,2026-04-10 09:15:00,1289.0,1321.1,1288.5,1320.8,,,Between Slow & Fast EMA,23,1293.12,1281.43,1320.8,1276.0,3.39,prior swing low @ 2026-04-09 14:15:00,1334.01,0.29,TARGET HIT,Not Hit,2026-04-13 12:15:00,1337.4,1.0,10h
RELIANCE,1h,EMA10/EMA20,2026-04-08 12:15:00,2026-04-10 09:15:00,1337.0,1350.9,1333.1,1347.2,,,At/Below Slow EMA,11,1336.04,1333.48,1347.2,1326.7,1.52,prior swing low @ 2026-04-09 14:15:00,1360.67,0.66,SL HIT,2026-04-13 09:15:00,Not Hit,1352.3,-1.52,7h
HDFCBANK,1h,EMA10/EMA20,2026-04-06 11:15:00,2026-04-10 09:15:00,804.0,811.7,801.05,810.0,,,Between Slow & Fast EMA,26,801.87,795.16,810.0,793.15,2.08,prior swing low @ 2026-04-09 14:15:00,818.1,0.48,SL HIT,2026-04-13 09:15:00,Not Hit,812.25,-2.08,7h
RELIANCE,1h,EMA10/EMA20,2026-04-08 12:15:00,2026-04-10 14:15:00,1348.0,1352.3,1342.5,1349.9,,,Between Slow & Fast EMA,16,1343.95,1339.38,1349.9,1326.7,1.72,prior swing low @ 2026-04-09 14:15:00,1363.4,0.58,SL HIT,2026-04-13 09:15:00,Not Hit,1351.6,-1.72,2h
ICICIBANK,1h,EMA10/EMA20,2026-04-06 14:15:00,2026-04-13 10:15:00,1309.8,1319.4,1308.8,1317.3,,,Between Slow & Fast EMA,31,1312.89,1301.7,1317.3,1297.2,1.53,prior swing low @ 2026-04-13 09:15:00,1330.47,0.66,TARGET HIT,Not Hit,2026-04-13 12:15:00,1337.4,1.0,2h
ICICIBANK,1h,EMA10/EMA20,2026-04-06 14:15:00,2026-04-13 11:15:00,1317.2,1330.0,1315.4,1329.9,,,Between Slow & Fast EMA,32,1315.98,1304.38,1329.9,1297.2,2.46,prior swing low @ 2026-04-13 09:15:00,1343.2,0.41,TARGET HIT,Not Hit,2026-04-13 13:15:00,1351.6,1.0,2h
ICICIBANK,1h,EMA10/EMA20,2026-04-06 14:15:00,2026-04-15 11:15:00,1338.3,1346.5,1338.0,1346.3,,,Between Slow & Fast EMA,39,1338.26,1325.1,1346.3,1297.2,3.65,prior swing low @ 2026-04-13 09:15:00,1359.76,0.27,TARGET HIT,Not Hit,2026-04-16 09:15:00,1366.8,1.0,5h
RELIANCE,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-16 10:15:00,1334.1,1340.6,1333.5,1338.5,,,At/Below Slow EMA,5,1336.47,1334.71,1338.5,1332.0,0.49,prior swing low @ 2026-04-16 09:15:00,1351.88,2.06,SL HIT,2026-04-16 12:15:00,Not Hit,1341.5,-0.49,2h
RELIANCE,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-16 13:15:00,1331.8,1337.5,1331.3,1336.8,,,At/Below Slow EMA,8,1335.78,1334.76,1336.8,1330.0,0.51,prior swing low @ 2026-04-16 12:15:00,1350.17,1.97,TARGET HIT,Not Hit,2026-04-17 09:15:00,1351.8,1.0,3h
INFY,1h,EMA10/EMA20,2026-04-15 15:15:00,2026-04-16 14:15:00,1311.1,1324.2,1309.6,1317.2,,,Between Slow & Fast EMA,6,1310.24,1306.04,1317.2,1309.0,0.62,prior swing low @ 2026-04-16 13:15:00,1330.37,1.61,SL HIT,2026-04-17 09:15:00,Not Hit,1328.3,-0.62,2h
RELIANCE,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-16 14:15:00,1337.0,1345.8,1336.5,1343.1,,,Between Slow & Fast EMA,9,1337.11,1335.55,1343.1,1330.0,0.98,prior swing low @ 2026-04-16 12:15:00,1356.53,1.03,TARGET HIT,Not Hit,2026-04-17 10:15:00,1364.1,1.0,3h
INFY,1h,EMA10/EMA20,2026-04-15 15:15:00,2026-04-17 09:15:00,1313.0,1328.3,1306.9,1315.4,,,At/Below Slow EMA,8,1312.04,1307.79,1315.4,1306.9,0.65,touch is swing low,1328.55,1.55,SL HIT,2026-04-21 09:15:00,Not Hit,1324.8,-0.65,14h
RELIANCE,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-17 09:15:00,1340.0,1351.8,1340.0,1349.7,,,Between Slow & Fast EMA,11,1340.71,1337.79,1349.7,1330.0,1.46,prior swing low @ 2026-04-16 12:15:00,1363.2,0.69,TARGET HIT,Not Hit,2026-04-17 10:15:00,1364.1,1.0,1h
TCS,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-17 09:15:00,2570.0,2588.9,2555.9,2580.8,,,Between Slow & Fast EMA,11,2566.05,2552.66,2580.8,2555.9,0.96,touch is swing low,2606.61,1.04,TARGET HIT,Not Hit,2026-04-21 11:15:00,2606.9,1.0,16h
INFY,1h,EMA10/EMA20,2026-04-15 15:15:00,2026-04-17 11:15:00,1312.6,1318.5,1309.9,1315.1,,,Between Slow & Fast EMA,10,1312.69,1308.91,1315.1,1306.9,0.62,prior swing low @ 2026-04-17 09:15:00,1328.25,1.6,SL HIT,2026-04-21 09:15:00,Not Hit,1324.8,-0.62,12h
INFY,1h,EMA10/EMA20,2026-04-15 15:15:00,2026-04-17 13:15:00,1310.9,1312.8,1308.5,1312.6,,,At/Below Slow EMA,12,1312.39,1309.42,1312.6,1306.9,0.43,prior swing low @ 2026-04-17 09:15:00,1325.73,2.3,SL HIT,2026-04-21 09:15:00,Not Hit,1324.8,-0.43,10h
ICICIBANK,1h,EMA10/EMA20,2026-04-06 14:15:00,2026-04-17 14:15:00,1341.6,1346.5,1339.2,1346.1,,,At/Below Slow EMA,56,1342.94,1340.72,1346.1,1334.2,0.88,prior swing low @ 2026-04-17 09:15:00,1359.56,1.13,TARGET HIT,Not Hit,2026-04-20 09:15:00,1376.0,1.0,2h
INFY,1h,EMA10/EMA20,2026-04-15 15:15:00,2026-04-17 14:15:00,1312.7,1319.2,1307.6,1318.7,,,At/Below Slow EMA,13,1313.54,1310.31,1318.7,1307.6,0.84,touch is swing low,1331.89,1.19,SL HIT,2026-04-21 09:15:00,Not Hit,1324.8,-0.84,9h
INFY,1h,EMA10/EMA20,2026-04-15 15:15:00,2026-04-20 10:15:00,1311.9,1316.8,1310.0,1316.6,,,At/Below Slow EMA,16,1314.62,1311.79,1316.6,1307.6,0.68,prior swing low @ 2026-04-17 14:15:00,1329.77,1.46,SL HIT,2026-04-21 09:15:00,Not Hit,1323.0,-0.68,6h
TCS,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-20 11:15:00,2576.4,2593.0,2576.3,2588.8,,,Between Slow & Fast EMA,20,2578.83,2569.51,2588.8,2563.0,1.0,prior swing low @ 2026-04-20 09:15:00,2614.69,1.0,SL HIT,2026-04-21 09:15:00,Not Hit,2593.9,-1.0,5h
TCS,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-20 13:15:00,2583.5,2586.8,2580.0,2584.3,,,Between Slow & Fast EMA,22,2580.45,2572.08,2584.3,2563.0,0.82,prior swing low @ 2026-04-20 09:15:00,2610.14,1.21,SL HIT,2026-04-21 09:15:00,Not Hit,2593.0,-0.82,3h
ICICIBANK,1h,EMA10/EMA20,2026-04-06 14:15:00,2026-04-20 13:15:00,1358.1,1359.3,1353.0,1358.5,,,Between Slow & Fast EMA,62,1354.29,1349.09,1358.5,1334.2,1.79,prior swing low @ 2026-04-17 09:15:00,1372.09,0.56,TARGET HIT,Not Hit,2026-04-21 09:15:00,1379.8,1.0,3h
TCS,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-21 09:15:00,2560.0,2593.0,2560.0,2589.5,,,At/Below Slow EMA,25,2581.5,2574.77,2589.5,2560.0,1.14,touch is swing low,2615.39,0.88,SL HIT,2026-04-22 09:15:00,Not Hit,2614.0,-1.14,7h
INFY,1h,EMA10/EMA20,2026-04-15 15:15:00,2026-04-21 10:15:00,1313.9,1319.8,1312.0,1318.4,,,At/Below Slow EMA,23,1314.72,1313.27,1318.4,1299.4,1.44,prior swing low @ 2026-04-21 09:15:00,1331.58,0.69,SL HIT,2026-04-22 09:15:00,Not Hit,1325.0,-1.44,6h
RELIANCE,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-21 10:15:00,1363.5,1369.8,1360.4,1367.0,,,Between Slow & Fast EMA,26,1364.0,1358.98,1367.0,1352.9,1.03,prior swing low @ 2026-04-20 09:15:00,1380.67,0.97,SL HIT,2026-04-21 13:15:00,Not Hit,1367.0,-1.03,3h
TCS,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-21 11:15:00,2587.0,2606.9,2584.6,2605.8,,,Between Slow & Fast EMA,27,2586.63,2578.72,2605.8,2560.0,1.76,prior swing low @ 2026-04-21 09:15:00,2631.86,0.57,SL HIT,2026-04-22 09:15:00,Not Hit,2614.0,-1.76,5h
INFY,1h,EMA10/EMA20,2026-04-15 15:15:00,2026-04-21 11:15:00,1318.2,1324.0,1315.9,1323.3,,,Between Slow & Fast EMA,24,1316.28,1314.23,1323.3,1299.4,1.81,prior swing low @ 2026-04-21 09:15:00,1336.53,0.55,SL HIT,2026-04-22 09:15:00,Not Hit,1325.0,-1.81,5h
INFY,1h,EMA10/EMA20,2026-04-15 15:15:00,2026-04-21 15:15:00,1312.3,1315.8,1311.8,1314.6,,,At/Below Slow EMA,28,1314.36,1313.73,1314.6,1299.4,1.16,prior swing low @ 2026-04-21 09:15:00,1327.75,0.86,SL HIT,2026-04-22 09:15:00,Not Hit,1295.0,-1.16,1h
RELIANCE,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-22 10:15:00,1355.9,1365.3,1355.9,1363.9,,,At/Below Slow EMA,33,1358.73,1357.78,1363.9,1349.8,1.03,prior swing low @ 2026-04-22 09:15:00,1377.54,0.97,SL HIT,2026-04-23 09:15:00,Not Hit,1365.9,-1.03,6h
RELIANCE,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-22 14:15:00,1360.6,1363.5,1358.6,1363.4,,,At/Below Slow EMA,37,1360.9,1359.4,1363.4,1349.8,1.0,prior swing low @ 2026-04-22 09:15:00,1377.03,1.0,SL HIT,2026-04-23 09:15:00,Not Hit,1365.9,-1.0,2h
TCS,1h,EMA10/EMA20,2026-04-29 12:15:00,2026-04-29 14:15:00,2470.1,2479.1,2467.2,2473.5,,,Between Slow & Fast EMA,2,2467.96,2465.53,2473.5,2427.6,1.86,prior swing low @ 2026-04-28 13:15:00,2498.24,0.54,TARGET HIT,Not Hit,2026-05-04 09:15:00,2498.3,1.0,9h
RELIANCE,1h,EMA10/EMA20,2026-04-27 14:15:00,2026-04-30 11:15:00,1400.0,1412.7,1399.7,1411.6,,,Between Slow & Fast EMA,18,1407.92,1396.32,1411.6,1393.1,1.31,prior swing low @ 2026-04-30 10:15:00,1425.72,0.76,TARGET HIT,Not Hit,2026-04-30 13:15:00,1429.6,1.0,2h
TCS,1h,EMA10/EMA20,2026-04-30 12:15:00,2026-04-30 13:15:00,2468.4,2488.0,2467.3,2480.3,,,Between Slow & Fast EMA,1,2467.56,2466.0,2480.3,2438.0,1.71,prior swing low @ 2026-04-30 11:15:00,2505.1,0.59,SL HIT,2026-05-04 11:15:00,Not Hit,2498.3,-1.71,5h
INFY,1h,EMA10/EMA20,2026-04-30 14:15:00,2026-05-04 10:15:00,1178.5,1180.9,1175.3,1178.8,,,At/Below Slow EMA,3,1177.85,1176.79,1178.8,1159.8,1.61,prior swing low @ 2026-04-30 09:15:00,1190.59,0.62,TARGET HIT,Not Hit,2026-05-06 09:15:00,1191.2,1.0,13h
RELIANCE,1h,EMA10/EMA20,2026-04-27 14:15:00,2026-05-05 11:15:00,1452.8,1460.9,1450.0,1460.1,,,Between Slow & Fast EMA,32,1453.45,1439.04,1460.1,1450.0,0.69,touch is swing low,1474.7,1.45,SL HIT,2026-05-06 10:15:00,Not Hit,1473.2,-0.69,6h
ICICIBANK,1h,EMA10/EMA20,2026-05-07 09:15:00,2026-05-07 15:15:00,1274.0,1279.8,1273.7,1279.0,,,At/Below Slow EMA,6,1277.49,1273.84,1279.0,1252.2,2.1,prior swing low @ 2026-05-06 12:15:00,1291.79,0.48,OPEN,Not Hit,Not Hit,1279.6,-0.99,7h
