SL %,Target %,R:R,Total,Target Hit,SL Hit,Win Rate %,Avg PnL %,Total PnL %
3.25,7.0,2.15,128,36,86,29.5,-0.175,-22.34
2.75,8.5,3.09,128,27,93,22.5,-0.176,-22.59
4.25,6.5,1.53,128,46,75,38.0,-0.178,-22.82
0.5,15.0,30.0,128,2,122,1.6,-0.182,-23.33
0.5,11.0,22.0,128,3,122,2.4,-0.185,-23.71
0.5,14.5,29.0,128,2,122,1.6,-0.19,-24.33
3.75,7.5,2.0,128,38,84,31.1,-0.194,-24.84
2.25,3.0,1.33,128,49,76,39.2,-0.195,-24.93
4.25,6.0,1.41,128,48,73,39.7,-0.198,-25.32
0.5,14.0,28.0,128,2,122,1.6,-0.198,-25.33
4.0,6.5,1.62,128,44,78,36.1,-0.201,-25.72
1.0,10.5,10.5,128,8,116,6.5,-0.202,-25.91
4.0,8.0,2.0,128,38,83,31.4,-0.202,-25.92
2.0,3.0,1.5,128,45,80,36.0,-0.203,-25.93
3.75,6.5,1.73,128,42,81,34.1,-0.214,-27.39
4.25,7.0,1.65,128,43,77,35.8,-0.215,-27.52
4.0,6.0,1.5,128,46,76,37.7,-0.217,-27.72
3.75,6.0,1.6,128,44,79,35.8,-0.226,-28.89
3.75,8.0,2.13,128,36,86,29.5,-0.229,-29.34
2.0,9.5,4.75,128,18,102,15.0,-0.229,-29.34
2.5,9.0,3.6,128,23,96,19.3,-0.23,-29.49
2.25,8.5,3.78,128,22,98,18.3,-0.233,-29.84
2.5,9.5,3.8,128,22,97,18.5,-0.234,-29.99
2.25,9.0,4.0,128,21,99,17.5,-0.235,-30.09
2.25,2.5,1.11,128,53,72,42.4,-0.238,-30.43
4.0,7.0,1.75,128,41,80,33.9,-0.242,-30.92
2.5,10.0,4.0,128,21,98,17.6,-0.246,-31.49
2.0,10.0,5.0,128,17,103,14.2,-0.253,-32.34
0.75,13.5,18.0,128,4,121,3.2,-0.254,-32.46
3.75,7.0,1.87,128,39,83,32.0,-0.259,-33.09
0.75,13.0,17.33,128,4,121,3.2,-0.269,-34.46
0.5,1.5,3.0,128,30,94,24.2,-0.277,-35.46
0.75,12.5,16.67,128,4,121,3.2,-0.285,-36.46
2.0,8.5,4.25,128,19,101,15.8,-0.288,-36.84
4.5,7.5,1.67,128,42,78,35.0,-0.291,-37.27
4.5,5.5,1.22,128,51,70,42.1,-0.294,-37.57
0.75,15.0,20.0,128,3,121,2.4,-0.298,-38.08
2.0,9.0,4.5,128,18,102,15.0,-0.3,-38.34
0.75,12.0,16.0,128,4,121,3.2,-0.3,-38.46
5.0,5.5,1.1,128,54,66,45.0,-0.302,-38.69
0.75,14.5,19.33,128,3,121,2.4,-0.309,-39.58
1.0,12.0,12.0,128,6,118,4.8,-0.312,-39.91
0.75,11.5,15.33,128,4,121,3.2,-0.316,-40.46
5.0,6.5,1.3,128,49,70,41.2,-0.317,-40.53
0.75,14.0,18.67,128,3,121,2.4,-0.321,-41.08
4.5,8.0,1.78,128,40,80,33.3,-0.322,-41.27
4.5,6.5,1.44,128,46,75,38.0,-0.325,-41.57
3.5,8.5,2.43,128,31,88,26.1,-0.325,-41.6
0.5,1.0,2.0,128,39,84,31.7,-0.329,-42.1
0.75,11.0,14.67,128,4,121,3.2,-0.332,-42.46
1.0,11.5,11.5,128,6,118,4.8,-0.335,-42.91
4.5,6.0,1.33,128,48,73,39.7,-0.34,-43.57
3.0,8.5,2.83,128,27,92,22.7,-0.341,-43.6
0.75,1.5,2.0,128,40,85,32.0,-0.344,-44.01
5.0,6.0,1.2,128,51,69,42.5,-0.349,-44.69
4.75,5.5,1.16,128,52,69,43.0,-0.35,-44.82
5.0,7.0,1.4,128,46,72,39.0,-0.353,-45.23
1.0,13.5,13.5,128,5,119,4.0,-0.355,-45.41
1.0,11.0,11.0,128,6,118,4.8,-0.359,-45.91
4.5,7.0,1.56,128,43,77,35.8,-0.365,-46.77
5.0,7.5,1.5,128,44,74,37.3,-0.369,-47.23
1.0,13.0,13.0,128,5,119,4.0,-0.374,-47.91
1.75,10.5,6.0,128,13,108,10.7,-0.374,-47.91
4.75,6.5,1.37,128,47,74,38.8,-0.383,-49.07
1.0,15.0,15.0,128,4,119,3.3,-0.387,-49.53
0.75,1.0,1.33,128,51,73,41.1,-0.388,-49.65
1.0,12.5,12.5,128,5,119,4.0,-0.394,-50.41
4.75,6.0,1.26,128,49,72,40.5,-0.399,-51.07
5.0,8.0,1.6,128,42,76,35.6,-0.4,-51.23
1.0,14.5,14.5,128,4,119,3.3,-0.403,-51.53
1.0,14.0,14.0,128,4,119,3.3,-0.418,-53.53
2.75,9.0,3.27,128,23,96,19.3,-0.418,-53.49
2.75,9.5,3.45,128,22,97,18.5,-0.424,-54.24
4.75,7.0,1.47,128,44,76,36.7,-0.424,-54.27
1.75,13.5,7.71,128,10,111,8.3,-0.427,-54.66
3.25,8.5,2.62,128,28,91,23.5,-0.429,-54.85
1.25,10.5,8.4,128,8,116,6.5,-0.429,-54.91
5.25,5.5,1.05,128,54,66,45.0,-0.431,-55.19
1.75,14.5,8.29,128,9,111,7.5,-0.436,-55.78
2.75,10.0,3.64,128,21,98,17.6,-0.437,-55.99
1.75,12.0,6.86,128,11,110,9.1,-0.437,-55.91
4.75,7.5,1.58,128,42,78,35.0,-0.444,-56.77
5.25,6.5,1.24,128,49,70,41.2,-0.453,-58.03
1.5,10.5,7.0,128,10,112,8.2,-0.457,-58.47
1.75,13.0,7.43,128,10,111,8.3,-0.466,-59.66
1.75,14.0,8.0,128,9,111,7.5,-0.471,-60.28
4.75,8.0,1.68,128,40,80,33.3,-0.479,-61.27
1.75,11.5,6.57,128,11,110,9.1,-0.48,-61.41
5.25,6.0,1.14,128,51,69,42.5,-0.484,-61.94
5.25,7.0,1.33,128,46,72,39.0,-0.494,-63.23
5.5,6.5,1.18,128,50,69,42.0,-0.496,-63.53
3.75,8.5,2.27,128,31,88,26.1,-0.497,-63.6
1.75,12.5,7.14,128,10,111,8.3,-0.505,-64.66
5.25,7.5,1.43,128,44,74,37.3,-0.514,-65.73
1.75,11.0,6.29,128,11,110,9.1,-0.523,-66.91
5.5,6.0,1.09,128,52,68,43.3,-0.529,-67.69
1.75,15.0,8.57,128,8,112,6.7,-0.531,-68.03
5.75,6.5,1.13,128,51,68,42.9,-0.535,-68.53
2.25,10.5,4.67,128,14,104,11.9,-0.536,-68.65
5.5,7.0,1.27,128,47,71,39.8,-0.537,-68.73
1.25,12.0,9.6,128,6,118,4.8,-0.542,-69.41
5.25,8.0,1.52,128,42,76,35.6,-0.549,-70.23
1.5,12.0,8.0,128,8,114,6.6,-0.551,-70.47
4.25,8.5,2.0,128,33,83,28.4,-0.551,-70.49
5.5,7.5,1.36,128,45,73,38.1,-0.556,-71.23
3.5,9.5,2.71,128,26,92,22.0,-0.564,-72.25
1.25,11.5,9.2,128,6,118,4.8,-0.566,-72.41
3.5,9.0,2.57,128,27,91,22.9,-0.568,-72.75
5.75,6.0,1.04,128,53,67,44.2,-0.57,-72.94
1.5,13.5,9.0,128,7,115,5.7,-0.574,-73.47
5.75,7.0,1.22,128,48,70,40.7,-0.576,-73.73
2.25,13.5,6.0,128,11,107,9.3,-0.577,-73.9
2.0,10.5,5.25,128,13,107,10.8,-0.577,-73.84
2.25,14.5,6.44,128,10,107,8.5,-0.578,-74.02
1.5,11.5,7.67,128,8,114,6.6,-0.582,-74.47
1.5,15.0,10.0,128,6,115,5.0,-0.583,-74.59
1.25,13.5,10.8,128,5,119,4.0,-0.587,-75.16
3.0,9.0,3.0,128,23,95,19.5,-0.588,-75.25
1.25,11.0,8.8,128,6,118,4.8,-0.589,-75.41
4.0,8.5,2.12,128,31,86,26.5,-0.589,-75.39
1.25,1.5,1.2,128,56,67,45.5,-0.591,-75.67
5.5,8.0,1.45,128,43,75,36.4,-0.592,-75.73
2.25,12.0,5.33,128,12,106,10.2,-0.595,-76.15
5.75,7.5,1.3,128,46,72,39.0,-0.596,-76.23
3.0,9.5,3.17,128,22,96,18.6,-0.596,-76.25
1.5,13.0,8.67,128,7,115,5.7,-0.601,-76.97
1.5,14.5,9.67,128,6,115,5.0,-0.606,-77.59
1.25,13.0,10.4,128,5,119,4.0,-0.607,-77.66
3.0,10.0,3.33,128,21,97,17.8,-0.611,-78.25
1.5,11.0,7.33,128,8,114,6.6,-0.613,-78.47
2.25,14.0,6.22,128,10,107,8.5,-0.617,-79.02
1.25,15.0,12.0,128,4,119,3.3,-0.619,-79.28
2.5,10.5,4.2,128,15,102,12.8,-0.62,-79.3
2.25,13.0,5.78,128,11,107,9.3,-0.62,-79.4
1.25,12.5,10.0,128,5,119,4.0,-0.626,-80.16
1.5,12.5,8.33,128,7,115,5.7,-0.629,-80.47
1.5,14.0,9.33,128,6,115,5.0,-0.63,-80.59
5.75,8.0,1.39,128,44,74,37.3,-0.631,-80.73
1.25,14.5,11.6,128,4,119,3.3,-0.635,-81.28
2.0,13.5,6.75,128,10,110,8.3,-0.635,-81.34
2.5,14.5,5.8,128,11,105,9.5,-0.636,-81.42
2.25,11.5,5.11,128,12,106,10.2,-0.642,-82.15
2.5,13.5,5.4,128,12,105,10.3,-0.643,-82.3
2.0,12.0,6.0,128,11,109,9.2,-0.643,-82.34
2.0,14.5,7.25,128,9,110,7.6,-0.644,-82.46
1.25,14.0,11.2,128,4,119,3.3,-0.651,-83.28
1.0,1.5,1.5,128,48,76,38.7,-0.652,-83.4
2.25,12.5,5.56,128,11,107,9.3,-0.663,-84.9
6.0,6.5,1.08,128,51,68,42.9,-0.668,-85.53
2.5,12.0,4.8,128,13,104,11.1,-0.67,-85.8
2.25,15.0,6.67,128,9,108,7.7,-0.674,-86.27
3.5,10.0,2.86,128,24,94,20.3,-0.674,-86.25
2.0,13.0,6.5,128,10,110,8.3,-0.675,-86.34
3.25,9.0,2.77,128,24,94,20.3,-0.678,-86.75
2.0,14.0,7.0,128,9,110,7.6,-0.679,-86.96
2.5,14.0,5.6,128,11,105,9.5,-0.679,-86.92
3.25,9.5,2.92,128,23,95,19.5,-0.684,-87.5
2.0,11.5,5.75,128,11,109,9.2,-0.686,-87.84
2.25,11.0,4.89,128,12,106,10.2,-0.689,-88.15
2.5,13.0,5.2,128,12,105,10.3,-0.69,-88.3
4.5,8.5,1.89,128,33,83,28.4,-0.713,-91.24
6.0,7.0,1.17,128,48,70,40.7,-0.713,-91.23
2.0,12.5,6.25,128,10,110,8.3,-0.714,-91.34
2.5,11.5,4.6,128,13,104,11.1,-0.721,-92.3
2.0,11.0,5.5,128,11,109,9.2,-0.729,-93.34
2.5,15.0,6.0,128,10,106,8.6,-0.73,-93.42
6.0,7.5,1.25,128,46,72,39.0,-0.736,-94.23
2.5,12.5,5.0,128,12,105,10.3,-0.737,-94.3
2.0,15.0,7.5,128,8,111,6.7,-0.742,-94.96
3.75,9.5,2.53,128,26,92,22.0,-0.744,-95.25
3.75,9.0,2.4,128,27,91,22.9,-0.746,-95.5
2.5,11.0,4.4,128,13,104,11.1,-0.772,-98.8
6.0,8.0,1.33,128,44,74,37.3,-0.775,-99.23
5.0,8.5,1.7,128,35,79,30.7,-0.795,-101.7
4.25,9.5,2.24,128,28,87,24.3,-0.798,-102.14
3.25,10.0,3.08,128,21,97,17.8,-0.801,-102.5
4.25,9.0,2.12,128,29,86,25.2,-0.804,-102.89
2.75,10.5,3.82,128,15,102,12.8,-0.819,-104.8
2.75,14.5,5.27,128,11,105,9.5,-0.841,-107.67
4.0,9.5,2.38,128,26,90,22.4,-0.844,-108.04
4.0,9.0,2.25,128,27,89,23.3,-0.844,-108.04
2.75,13.5,4.91,128,12,105,10.3,-0.848,-108.55
3.75,10.0,2.67,128,24,94,20.3,-0.857,-109.75
2.75,12.0,4.36,128,13,104,11.1,-0.873,-111.8
4.75,8.5,1.79,128,33,83,28.4,-0.875,-111.99
2.75,14.0,5.09,128,11,105,9.5,-0.884,-113.17
2.75,13.0,4.73,128,12,105,10.3,-0.895,-114.55
4.25,10.0,2.35,128,26,89,22.6,-0.911,-116.64
2.75,11.5,4.18,128,13,104,11.1,-0.924,-118.3
2.75,15.0,5.45,128,10,106,8.6,-0.937,-119.92
2.75,12.5,4.55,128,12,105,10.3,-0.942,-120.55
5.25,8.5,1.62,128,35,79,30.7,-0.949,-121.45
4.0,10.0,2.5,128,24,92,20.7,-0.961,-123.04
4.5,9.5,2.11,128,28,87,24.3,-0.968,-123.89
4.5,9.0,2.0,128,29,86,25.2,-0.972,-124.39
2.75,11.0,4.0,128,13,104,11.1,-0.975,-124.8
5.5,8.5,1.55,128,36,78,31.6,-0.994,-127.2
3.0,10.5,3.5,128,15,101,12.9,-1.0,-128.06
3.0,14.5,4.83,128,11,104,9.6,-1.029,-131.68
5.75,8.5,1.48,128,37,77,32.5,-1.035,-132.45
3.0,13.5,4.5,128,12,104,10.3,-1.036,-132.56
3.5,13.5,3.86,128,15,101,12.9,-1.043,-133.56
5.0,9.5,1.9,128,30,83,26.5,-1.05,-134.35
5.0,9.0,1.8,128,31,82,27.4,-1.057,-135.35
3.0,12.0,4.0,128,13,103,11.2,-1.059,-135.56
3.5,10.5,3.0,128,18,98,15.5,-1.067,-136.56
3.0,14.0,4.67,128,11,104,9.6,-1.072,-137.18
3.0,13.0,4.33,128,12,104,10.3,-1.082,-138.56
4.5,10.0,2.22,128,26,89,22.6,-1.085,-138.89
3.5,12.0,3.43,128,16,100,13.8,-1.098,-140.56
3.5,13.0,3.71,128,15,101,12.9,-1.102,-141.06
3.0,11.5,3.83,128,13,103,11.2,-1.11,-142.06
3.0,15.0,5.0,128,10,105,8.7,-1.126,-144.18
4.25,13.5,3.18,128,18,95,15.9,-1.129,-144.45
3.0,12.5,4.17,128,12,104,10.3,-1.129,-144.56
4.75,9.5,2.0,128,28,87,24.3,-1.138,-145.64
4.75,9.0,1.89,128,29,86,25.2,-1.14,-145.89
3.5,14.5,4.14,128,13,102,11.3,-1.154,-147.68
3.5,12.5,3.57,128,15,101,12.9,-1.161,-148.56
3.5,11.5,3.29,128,16,100,13.8,-1.161,-148.56
3.0,11.0,3.67,128,13,103,11.2,-1.161,-148.56
5.0,10.0,2.0,128,28,85,24.8,-1.167,-149.35
6.0,8.5,1.42,128,37,77,32.5,-1.185,-151.7
3.25,10.5,3.23,128,15,101,12.9,-1.198,-153.31
4.25,13.0,3.06,128,18,95,15.9,-1.199,-153.45
3.5,14.0,4.0,128,13,102,11.3,-1.205,-154.18
4.25,10.5,2.47,128,21,92,18.6,-1.205,-154.2
5.25,9.5,1.81,128,30,83,26.5,-1.212,-155.1
4.25,12.0,2.82,128,19,94,16.8,-1.213,-155.2
5.25,10.0,1.9,128,29,84,25.7,-1.214,-155.35
5.25,9.0,1.71,128,31,82,27.4,-1.218,-155.85
4.5,11.5,2.56,128,21,92,18.6,-1.22,-156.2
4.25,14.5,3.41,128,16,96,14.3,-1.221,-156.32
4.0,13.5,3.38,128,16,98,14.0,-1.221,-156.35
3.5,11.0,3.14,128,16,100,13.8,-1.223,-156.56
3.25,14.5,4.46,128,11,104,9.6,-1.232,-157.68
3.25,13.5,4.15,128,12,104,10.3,-1.239,-158.56
3.75,13.5,3.6,128,15,101,12.9,-1.241,-158.81
3.5,15.0,4.29,128,12,103,10.4,-1.248,-159.68
4.0,10.5,2.62,128,19,95,16.7,-1.257,-160.85
5.5,10.0,1.82,128,30,83,26.5,-1.257,-160.85
5.5,9.5,1.73,128,31,82,27.4,-1.257,-160.85
3.75,10.5,2.8,128,18,98,15.5,-1.258,-161.06
4.75,10.0,2.11,128,26,89,22.6,-1.259,-161.14
