Stock,Timeframe,EMA Pair,Cross Time,Cross Close,EMA21 @ Cross,EMA50 @ Cross,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA9 @ Cross,EMA9 @ Touch
TCS,1h,EMA9/EMA21,2026-04-01 10:15:00,2446.5,2397.41,,2026-04-02 13:15:00,2419.5,2454.0,2419.1,2453.5,2411.95,,Between Slow & Fast EMA,10,2403.01,2420.43
TCS,1h,EMA9/EMA21,2026-04-01 10:15:00,2446.5,2397.41,,2026-04-07 09:15:00,2461.0,2500.0,2448.0,2499.8,2448.15,,At/Below Slow EMA,20,2403.01,2469.66
TCS,1h,EMA9/EMA21,2026-04-01 10:15:00,2446.5,2397.41,,2026-04-09 09:15:00,2554.0,2578.2,2531.1,2563.4,2524.72,,Between Slow & Fast EMA,34,2403.01,2552.6
TCS,1h,EMA9/EMA21,2026-04-01 10:15:00,2446.5,2397.41,,2026-04-09 10:15:00,2563.8,2570.6,2552.4,2566.0,2528.47,,Between Slow & Fast EMA,35,2403.01,2555.28
TCS,1h,EMA9/EMA21,2026-04-01 10:15:00,2446.5,2397.41,,2026-04-09 11:15:00,2567.3,2598.8,2561.0,2588.6,2533.94,,Between Slow & Fast EMA,36,2403.01,2561.94
TCS,1h,EMA9/EMA21,2026-04-01 10:15:00,2446.5,2397.41,,2026-04-09 14:15:00,2580.6,2595.4,2568.8,2588.6,2547.56,,Between Slow & Fast EMA,39,2403.01,2574.84
TCS,1h,EMA9/EMA21,2026-04-15 12:15:00,2545.7,2518.65,,2026-04-17 09:15:00,2570.0,2588.9,2555.9,2580.8,2551.67,,Between Slow & Fast EMA,11,2521.16,2567.76
TCS,1h,EMA9/EMA21,2026-04-15 12:15:00,2545.7,2518.65,,2026-04-17 11:15:00,2576.0,2583.4,2571.1,2581.3,2556.38,,Between Slow & Fast EMA,13,2521.16,2571.8
TCS,1h,EMA9/EMA21,2026-04-15 12:15:00,2545.7,2518.65,,2026-04-20 11:15:00,2576.4,2593.0,2576.3,2588.8,2568.57,,Between Slow & Fast EMA,20,2521.16,2579.59
TCS,1h,EMA9/EMA21,2026-04-15 12:15:00,2545.7,2518.65,,2026-04-20 13:15:00,2583.5,2586.8,2580.0,2584.3,2571.19,,Between Slow & Fast EMA,22,2521.16,2581.08
TCS,1h,EMA9/EMA21,2026-04-15 12:15:00,2545.7,2518.65,,2026-04-21 09:15:00,2560.0,2593.0,2560.0,2589.5,2573.99,,At/Below Slow EMA,25,2521.16,2581.94
TCS,1h,EMA9/EMA21,2026-04-15 12:15:00,2545.7,2518.65,,2026-04-21 11:15:00,2587.0,2606.9,2584.6,2605.8,2577.9,,Between Slow & Fast EMA,27,2521.16,2587.41
TCS,1h,EMA9/EMA21,2026-04-29 11:15:00,2481.1,2462.64,,2026-04-29 14:15:00,2470.1,2479.1,2467.2,2473.5,2465.91,,Between Slow & Fast EMA,3,2462.81,2468.93
TCS,1h,EMA9/EMA21,2026-04-30 12:15:00,2468.7,2464.77,,2026-04-30 13:15:00,2468.4,2488.0,2467.3,2480.3,2466.18,,Between Slow & Fast EMA,1,2464.85,2467.94
