Stock,Timeframe,EMA Pair,Cross Time,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA10 @ Touch,EMA20 @ Touch
RELIANCE,1d,EMA10/EMA20,2025-04-21 00:00:00,2025-05-21 00:00:00,1423.9,1436.2,1418.1,1429.2,,,Between Slow & Fast EMA,21,1424.53,1395.15
RELIANCE,1d,EMA10/EMA20,2025-04-21 00:00:00,2025-05-23 00:00:00,1406.6,1433.8,1406.6,1426.8,,,Between Slow & Fast EMA,23,1422.69,1399.39
RELIANCE,1d,EMA10/EMA20,2025-10-17 00:00:00,2025-11-10 00:00:00,1477.9,1501.0,1475.5,1489.3,,,Between Slow & Fast EMA,14,1478.04,1457.82
RELIANCE,1d,EMA10/EMA20,2025-10-17 00:00:00,2025-11-25 00:00:00,1535.9,1559.6,1525.1,1539.7,,,Between Slow & Fast EMA,25,1525.96,1504.8
RELIANCE,1d,EMA10/EMA20,2026-04-29 00:00:00,2026-05-08 00:00:00,1426.0,1442.8,1417.5,1435.2,,,Between Slow & Fast EMA,6,1420.81,1400.44
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-01-24 00:00:00,1335.22,1349.5,1323.92,1343.88,1337.97,1323.4,Between Slow & Fast EMA,9,,
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-01-25 00:00:00,1342.95,1364.15,1335.2,1353.08,1339.35,1324.57,Between Slow & Fast EMA,10,,
RELIANCE,1d,EMA21/EMA50,2024-06-10 00:00:00,2024-06-20 00:00:00,1459.0,1482.85,1450.1,1473.7,1457.41,1451.02,At/Below Slow EMA,7,,
RELIANCE,1d,EMA21/EMA50,2024-06-10 00:00:00,2024-06-26 00:00:00,1446.05,1518.97,1445.12,1514.03,1460.87,1453.38,At/Below Slow EMA,11,,
RELIANCE,1d,EMA21/EMA50,2024-08-30 00:00:00,2024-09-04 00:00:00,1500.7,1517.5,1499.5,1514.55,1501.93,1499.38,Between Slow & Fast EMA,3,,
RELIANCE,1d,EMA21/EMA50,2025-04-22 00:00:00,2025-06-02 00:00:00,1412.1,1417.5,1395.6,1413.7,1406.72,1358.35,Between Slow & Fast EMA,28,,
RELIANCE,1d,EMA21/EMA50,2025-04-22 00:00:00,2025-06-04 00:00:00,1414.7,1425.7,1406.1,1423.5,1408.14,1362.68,Between Slow & Fast EMA,30,,
RELIANCE,1d,EMA21/EMA50,2025-10-21 00:00:00,2025-12-05 00:00:00,1530.4,1545.8,1520.6,1540.6,1528.45,1487.79,Between Slow & Fast EMA,31,,
RELIANCE,1d,EMA21/EMA50,2025-10-21 00:00:00,2025-12-11 00:00:00,1536.9,1550.0,1524.0,1545.0,1531.71,1495.31,Between Slow & Fast EMA,35,,
RELIANCE,1h,EMA10/EMA20,2026-01-29 12:15:00,2026-01-29 13:15:00,1394.6,1399.9,1392.0,1398.6,,,At/Below Slow EMA,1,1394.72,1394.22
RELIANCE,1h,EMA10/EMA20,2026-01-30 15:15:00,2026-02-01 09:15:00,1396.0,1406.0,1388.0,1404.8,,,At/Below Slow EMA,1,1395.1,1393.93
RELIANCE,1h,EMA10/EMA20,2026-02-03 09:15:00,2026-02-05 10:15:00,1447.3,1451.8,1443.5,1448.9,,,Between Slow & Fast EMA,15,1448.2,1436.34
RELIANCE,1h,EMA10/EMA20,2026-02-03 09:15:00,2026-02-06 10:15:00,1437.9,1448.8,1437.5,1448.0,,,At/Below Slow EMA,22,1444.35,1439.71
RELIANCE,1h,EMA10/EMA20,2026-02-24 13:15:00,2026-02-24 14:15:00,1426.7,1430.7,1422.7,1429.3,,,At/Below Slow EMA,1,1424.33,1423.57
RELIANCE,1h,EMA10/EMA20,2026-03-05 14:15:00,2026-03-06 15:15:00,1404.8,1409.7,1401.0,1407.0,,,Between Slow & Fast EMA,8,1402.56,1392.84
RELIANCE,1h,EMA10/EMA20,2026-03-05 14:15:00,2026-03-09 12:15:00,1398.8,1407.9,1397.0,1403.7,,,Between Slow & Fast EMA,12,1401.33,1395.26
RELIANCE,1h,EMA10/EMA20,2026-03-17 10:15:00,2026-03-17 12:15:00,1393.7,1400.8,1388.2,1400.2,,,At/Below Slow EMA,2,1392.83,1391.77
RELIANCE,1h,EMA10/EMA20,2026-03-17 10:15:00,2026-03-18 09:15:00,1397.2,1412.1,1397.2,1406.5,,,Between Slow & Fast EMA,6,1397.69,1395.0
RELIANCE,1h,EMA10/EMA20,2026-03-24 09:15:00,2026-03-24 10:15:00,1413.3,1415.9,1406.7,1413.7,,,At/Below Slow EMA,1,1408.81,1407.84
RELIANCE,1h,EMA10/EMA20,2026-03-24 09:15:00,2026-03-24 12:15:00,1411.4,1420.1,1408.5,1416.3,,,At/Below Slow EMA,3,1410.57,1408.96
RELIANCE,1h,EMA10/EMA20,2026-04-08 12:15:00,2026-04-09 10:15:00,1336.5,1339.0,1331.5,1336.9,,,At/Below Slow EMA,5,1336.26,1331.83
RELIANCE,1h,EMA10/EMA20,2026-04-08 12:15:00,2026-04-10 09:15:00,1337.0,1350.9,1333.1,1347.2,,,At/Below Slow EMA,11,1336.04,1333.48
RELIANCE,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-16 10:15:00,1334.1,1340.6,1333.5,1338.5,,,At/Below Slow EMA,5,1336.47,1334.71
RELIANCE,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-16 13:15:00,1331.8,1337.5,1331.3,1336.8,,,At/Below Slow EMA,8,1335.78,1334.76
RELIANCE,1h,EMA10/EMA20,2026-04-27 14:15:00,2026-04-30 11:15:00,1400.0,1412.7,1399.7,1411.6,,,Between Slow & Fast EMA,18,1407.92,1396.32
RELIANCE,1h,EMA10/EMA20,2026-04-27 14:15:00,2026-05-05 11:15:00,1452.8,1460.9,1450.0,1460.1,,,Between Slow & Fast EMA,32,1453.45,1439.04
RELIANCE,1h,EMA21/EMA50,2026-02-03 11:15:00,2026-02-06 10:15:00,1437.9,1448.8,1437.5,1448.0,1439.03,1424.55,Between Slow & Fast EMA,20,,
RELIANCE,1h,EMA21/EMA50,2026-02-03 11:15:00,2026-02-06 13:15:00,1440.7,1444.5,1438.4,1442.0,1439.73,1426.51,Between Slow & Fast EMA,23,,
RELIANCE,1h,EMA21/EMA50,2026-03-09 09:15:00,2026-03-09 11:15:00,1395.7,1406.0,1391.1,1398.9,1393.92,1393.22,At/Below Slow EMA,2,,
RELIANCE,1h,EMA21/EMA50,2026-03-09 09:15:00,2026-03-10 15:15:00,1408.6,1412.2,1405.7,1410.9,1405.71,1399.99,Between Slow & Fast EMA,13,,
RELIANCE,1h,EMA21/EMA50,2026-03-18 10:15:00,2026-03-19 09:15:00,1388.0,1408.0,1388.0,1406.5,1401.58,1398.35,At/Below Slow EMA,6,,
RELIANCE,1h,EMA21/EMA50,2026-03-18 10:15:00,2026-03-20 09:15:00,1398.0,1422.5,1398.0,1422.3,1400.63,1398.59,At/Below Slow EMA,13,,
RELIANCE,1h,EMA21/EMA50,2026-04-17 10:15:00,2026-04-22 10:15:00,1355.9,1365.3,1355.9,1363.9,1357.55,1351.64,Between Slow & Fast EMA,21,,
RELIANCE,1h,EMA21/EMA50,2026-04-17 10:15:00,2026-04-22 14:15:00,1360.6,1363.5,1358.6,1363.4,1359.18,1353.28,Between Slow & Fast EMA,25,,
RELIANCE,1h,EMA21/EMA50,2026-04-28 09:15:00,2026-04-30 10:15:00,1398.6,1400.3,1393.1,1400.2,1393.61,1374.37,Between Slow & Fast EMA,15,,
RELIANCE,1h,EMA21/EMA50,2026-04-28 09:15:00,2026-05-08 15:15:00,1434.5,1437.4,1434.4,1436.0,1435.2,1426.82,Between Slow & Fast EMA,55,,
TCS,1d,EMA10/EMA20,2024-01-15 00:00:00,2024-02-01 00:00:00,3820.0,3904.9,3805.05,3854.15,,,At/Below Slow EMA,12,3831.82,3821.83
TCS,1d,EMA10/EMA20,2024-01-15 00:00:00,2024-02-22 00:00:00,3971.0,4094.95,3971.0,4087.1,,,At/Below Slow EMA,27,4064.66,4024.1
TCS,1d,EMA10/EMA20,2024-05-09 00:00:00,2024-05-13 00:00:00,3884.5,3955.0,3870.0,3947.8,,,At/Below Slow EMA,2,3918.0,3913.82
TCS,1d,EMA10/EMA20,2024-06-26 00:00:00,2024-06-27 00:00:00,3831.0,3942.0,3818.1,3934.15,,,At/Below Slow EMA,1,3846.03,3836.28
TCS,1d,EMA10/EMA20,2024-06-26 00:00:00,2024-07-12 00:00:00,3980.0,4199.95,3971.3,4183.95,,,Between Slow & Fast EMA,12,3990.12,3944.64
TCS,1d,EMA10/EMA20,2024-11-12 00:00:00,2024-11-14 00:00:00,4135.0,4160.0,4116.45,4145.9,,,At/Below Slow EMA,2,4128.3,4122.62
TCS,1d,EMA10/EMA20,2024-11-22 00:00:00,2024-11-29 00:00:00,4220.0,4298.7,4195.65,4270.85,,,Between Slow & Fast EMA,5,4230.79,4188.26
TCS,1d,EMA10/EMA20,2024-11-22 00:00:00,2024-12-02 00:00:00,4270.0,4288.2,4230.05,4276.65,,,Between Slow & Fast EMA,6,4239.12,4196.68
TCS,1d,EMA10/EMA20,2025-05-06 00:00:00,2025-05-07 00:00:00,3420.6,3459.5,3420.6,3445.1,,,At/Below Slow EMA,1,3432.15,3428.33
TCS,1d,EMA10/EMA20,2025-05-06 00:00:00,2025-05-08 00:00:00,3448.0,3477.0,3428.7,3448.9,,,At/Below Slow EMA,2,3435.2,3430.29
TCS,1d,EMA10/EMA20,2025-10-24 00:00:00,2025-10-31 00:00:00,3035.0,3067.4,3025.1,3058.0,,,At/Below Slow EMA,5,3041.61,3030.6
TCS,1d,EMA10/EMA20,2025-11-11 00:00:00,2025-11-19 00:00:00,3097.0,3155.0,3083.5,3147.7,,,Between Slow & Fast EMA,6,3087.76,3064.49
TCS,1d,EMA10/EMA20,2025-11-11 00:00:00,2025-11-26 00:00:00,3118.8,3178.0,3117.0,3162.9,,,Between Slow & Fast EMA,11,3123.51,3095.75
TCS,1d,EMA21/EMA50,2024-01-16 00:00:00,2024-02-01 00:00:00,3820.0,3904.9,3805.05,3854.15,3820.77,3802.37,Between Slow & Fast EMA,11,,
TCS,1d,EMA21/EMA50,2024-01-16 00:00:00,2024-02-22 00:00:00,3971.0,4094.95,3971.0,4087.1,4019.66,3929.13,Between Slow & Fast EMA,26,,
TCS,1d,EMA21/EMA50,2024-07-03 00:00:00,2024-08-09 00:00:00,4217.0,4253.65,4205.55,4228.75,4212.77,4102.5,Between Slow & Fast EMA,26,,
TCS,1d,EMA21/EMA50,2024-07-03 00:00:00,2024-08-14 00:00:00,4209.0,4306.2,4188.15,4295.25,4217.67,4116.99,Between Slow & Fast EMA,29,,
TCS,1d,EMA21/EMA50,2024-12-02 00:00:00,2024-12-18 00:00:00,4311.7,4362.0,4289.6,4347.85,4338.84,4274.1,Between Slow & Fast EMA,12,,
TCS,1d,EMA21/EMA50,2025-11-19 00:00:00,2026-01-02 00:00:00,3234.0,3254.3,3219.5,3250.7,3232.43,3179.64,Between Slow & Fast EMA,31,,
TCS,1d,EMA21/EMA50,2025-11-19 00:00:00,2026-01-06 00:00:00,3210.0,3263.2,3205.0,3255.8,3233.21,3184.0,Between Slow & Fast EMA,33,,
TCS,1h,EMA10/EMA20,2026-01-01 10:15:00,2026-01-02 09:15:00,3234.0,3239.9,3219.5,3234.7,,,Between Slow & Fast EMA,6,3223.38,3218.65
TCS,1h,EMA10/EMA20,2026-01-01 10:15:00,2026-01-02 14:15:00,3243.6,3252.8,3234.1,3250.4,,,Between Slow & Fast EMA,11,3236.96,3228.75
TCS,1h,EMA10/EMA20,2026-01-06 09:15:00,2026-01-07 09:15:00,3242.9,3280.5,3236.7,3276.3,,,At/Below Slow EMA,7,3247.18,3238.82
TCS,1h,EMA10/EMA20,2026-02-01 13:15:00,2026-02-02 11:15:00,3145.9,3166.0,3134.1,3165.9,,,At/Below Slow EMA,5,3161.95,3156.25
TCS,1h,EMA10/EMA20,2026-02-01 13:15:00,2026-02-02 12:15:00,3165.8,3175.4,3152.6,3172.2,,,At/Below Slow EMA,6,3163.81,3157.77
TCS,1h,EMA10/EMA20,2026-02-26 12:15:00,2026-02-26 13:15:00,2641.4,2647.0,2635.8,2646.4,,,At/Below Slow EMA,1,2640.07,2639.39
TCS,1h,EMA10/EMA20,2026-02-26 12:15:00,2026-02-26 14:15:00,2646.3,2654.8,2641.0,2648.1,,,Between Slow & Fast EMA,2,2641.53,2640.22
TCS,1h,EMA10/EMA20,2026-03-24 11:15:00,2026-03-24 15:15:00,2397.4,2403.2,2393.6,2400.8,,,At/Below Slow EMA,4,2400.75,2397.49
TCS,1h,EMA10/EMA20,2026-03-24 11:15:00,2026-03-25 09:15:00,2400.9,2417.4,2390.6,2413.0,,,At/Below Slow EMA,5,2402.98,2398.97
TCS,1h,EMA10/EMA20,2026-03-27 09:15:00,2026-03-27 11:15:00,2413.5,2415.9,2402.5,2415.5,,,Between Slow & Fast EMA,2,2404.27,2401.94
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2026-04-02 12:15:00,2407.1,2420.4,2403.0,2419.8,,,At/Below Slow EMA,9,2411.83,2408.09
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2026-04-02 13:15:00,2419.5,2454.0,2419.1,2453.5,,,Between Slow & Fast EMA,10,2419.41,2412.42
TCS,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-17 09:15:00,2570.0,2588.9,2555.9,2580.8,,,Between Slow & Fast EMA,11,2566.05,2552.66
TCS,1h,EMA10/EMA20,2026-04-15 12:15:00,2026-04-20 11:15:00,2576.4,2593.0,2576.3,2588.8,,,Between Slow & Fast EMA,20,2578.83,2569.51
TCS,1h,EMA10/EMA20,2026-04-29 12:15:00,2026-04-29 14:15:00,2470.1,2479.1,2467.2,2473.5,,,Between Slow & Fast EMA,2,2467.96,2465.53
TCS,1h,EMA10/EMA20,2026-04-30 12:15:00,2026-04-30 13:15:00,2468.4,2488.0,2467.3,2480.3,,,Between Slow & Fast EMA,1,2467.56,2466.0
TCS,1h,EMA21/EMA50,2026-01-01 10:15:00,2026-01-05 11:15:00,3223.3,3231.3,3220.0,3228.3,3227.65,3220.6,At/Below Slow EMA,15,,
TCS,1h,EMA21/EMA50,2026-01-01 10:15:00,2026-01-06 09:15:00,3210.0,3248.0,3206.3,3238.1,3226.07,3221.09,At/Below Slow EMA,20,,
TCS,1h,EMA21/EMA50,2026-04-01 13:15:00,2026-04-01 15:15:00,2410.0,2414.0,2405.3,2411.0,2406.85,2406.31,At/Below Slow EMA,2,,
TCS,1h,EMA21/EMA50,2026-04-01 13:15:00,2026-04-02 11:15:00,2405.3,2414.7,2403.1,2406.6,2406.59,2406.25,At/Below Slow EMA,5,,
