Variant,SL %,Target %,R:R,Signals,Target Hit,SL Hit,Open,Win Rate %,Avg PnL %,Total PnL %,Avg Win %,Avg Loss %,Expectancy %,Profit Factor,Max Drawdown %,Calmar
All touches,4.5,6.0,1.33,559,168,382,9,30.5,-1.28,-715.72,5.92,-4.48,-1.296,0.59,-912.0,-0.78
All touches,4.5,6.5,1.44,559,157,393,9,28.5,-1.347,-752.72,6.41,-4.48,-1.363,0.58,-974.0,-0.77
All touches,4.5,7.0,1.56,559,149,399,11,27.2,-1.355,-757.71,6.86,-4.47,-1.371,0.58,-991.99,-0.76
All touches,4.5,7.5,1.67,559,146,401,12,26.7,-1.275,-712.71,7.31,-4.47,-1.291,0.61,-992.99,-0.72
All touches,4.5,8.0,1.78,559,132,413,14,24.2,-1.436,-802.86,7.75,-4.47,-1.452,0.57,-1115.14,-0.72
All touches,4.5,8.5,1.89,559,116,420,23,21.6,-1.587,-886.98,8.1,-4.43,-1.603,0.53,-1225.98,-0.72
All touches,4.5,9.0,2.0,559,106,428,25,19.9,-1.709,-955.52,8.52,-4.41,-1.725,0.51,-1305.02,-0.73
All touches,4.5,9.5,2.11,559,100,431,28,18.8,-1.706,-953.66,8.88,-4.41,-1.722,0.51,-1311.66,-0.73
All touches,4.5,10.0,2.22,559,94,436,29,17.7,-1.752,-979.24,9.27,-4.41,-1.768,0.51,-1358.24,-0.72
All touches,4.5,10.5,2.33,559,88,439,32,16.7,-1.765,-986.63,9.59,-4.41,-1.781,0.51,-1370.63,-0.72
All touches,4.5,11.0,2.44,559,87,440,32,16.5,-1.714,-958.13,10.0,-4.41,-1.73,0.52,-1376.13,-0.7
All touches,4.5,11.5,2.56,559,87,440,32,16.5,-1.636,-914.63,10.42,-4.41,-1.652,0.54,-1366.63,-0.67
All touches,4.5,12.0,2.67,559,85,442,32,16.1,-1.617,-904.13,10.81,-4.41,-1.633,0.55,-1357.13,-0.67
All touches,4.5,12.5,2.78,559,83,444,32,15.7,-1.602,-895.63,11.2,-4.41,-1.618,0.56,-1381.63,-0.65
All touches,4.5,13.0,2.89,559,82,445,32,15.6,-1.559,-871.63,11.6,-4.41,-1.575,0.57,-1390.63,-0.63
All touches,4.5,13.5,3.0,559,82,445,32,15.6,-1.486,-830.63,12.02,-4.41,-1.502,0.59,-1382.63,-0.6
All touches,4.5,14.0,3.11,559,78,447,34,14.9,-1.517,-847.9,12.18,-4.41,-1.533,0.58,-1433.4,-0.59
All touches,4.5,14.5,3.22,559,77,448,34,14.7,-1.481,-827.9,12.56,-4.41,-1.497,0.59,-1446.9,-0.57
All touches,4.5,15.0,3.33,559,76,449,34,14.5,-1.447,-808.9,12.94,-4.41,-1.463,0.6,-1461.4,-0.55
All touches,4.75,5.0,1.05,559,216,335,8,39.2,-0.928,-518.53,4.96,-4.72,-0.944,0.68,-642.5,-0.81
All touches,4.75,5.5,1.16,559,187,363,9,34.0,-1.253,-700.47,5.44,-4.72,-1.27,0.6,-844.25,-0.83
All touches,4.75,6.0,1.26,559,169,381,9,30.7,-1.432,-800.47,5.92,-4.72,-1.449,0.56,-985.0,-0.81
All touches,4.75,6.5,1.37,559,158,392,9,28.7,-1.502,-839.72,6.41,-4.72,-1.519,0.55,-1050.5,-0.8
All touches,4.75,7.0,1.47,559,150,398,11,27.4,-1.513,-845.71,6.86,-4.72,-1.53,0.56,-1069.24,-0.79
All touches,4.75,7.5,1.58,559,146,401,12,26.7,-1.454,-812.96,7.31,-4.72,-1.471,0.58,-1070.74,-0.76
All touches,4.75,8.0,1.68,559,132,413,14,24.2,-1.621,-906.11,7.75,-4.71,-1.638,0.54,-1200.89,-0.75
All touches,4.75,8.5,1.79,559,116,420,23,21.6,-1.775,-991.98,8.1,-4.67,-1.791,0.51,-1313.48,-0.76
All touches,4.75,9.0,1.89,559,106,428,25,19.9,-1.901,-1062.52,8.52,-4.65,-1.917,0.48,-1394.02,-0.76
All touches,4.75,9.5,2.0,559,100,431,28,18.8,-1.899,-1061.41,8.88,-4.65,-1.915,0.49,-1400.91,-0.76
All touches,4.75,10.0,2.11,559,94,436,29,17.7,-1.947,-1088.24,9.27,-4.65,-1.963,0.48,-1448.49,-0.75
All touches,4.75,10.5,2.21,559,88,439,32,16.7,-1.961,-1096.38,9.59,-4.65,-1.978,0.48,-1461.13,-0.75
All touches,4.75,11.0,2.32,559,87,440,32,16.5,-1.911,-1068.13,10.0,-4.65,-1.927,0.49,-1466.88,-0.73
All touches,4.75,11.5,2.42,559,87,440,32,16.5,-1.833,-1024.63,10.42,-4.65,-1.85,0.51,-1457.38,-0.7
All touches,4.75,12.0,2.53,559,85,442,32,16.1,-1.815,-1014.63,10.81,-4.65,-1.832,0.52,-1447.88,-0.7
All touches,4.75,12.5,2.63,559,83,444,32,15.7,-1.801,-1006.63,11.2,-4.65,-1.817,0.53,-1472.88,-0.68
All touches,4.75,13.0,2.74,559,82,445,32,15.6,-1.758,-982.88,11.6,-4.65,-1.775,0.54,-1482.13,-0.66
All touches,4.75,13.5,2.84,559,82,445,32,15.6,-1.685,-941.88,12.02,-4.65,-1.702,0.56,-1474.13,-0.64
All touches,4.75,14.0,2.95,559,78,447,34,14.9,-1.717,-959.65,12.18,-4.65,-1.733,0.55,-1524.9,-0.63
All touches,4.75,14.5,3.05,559,77,448,34,14.7,-1.681,-939.9,12.56,-4.65,-1.698,0.56,-1538.4,-0.61
All touches,4.75,15.0,3.16,559,76,449,34,14.5,-1.648,-921.15,12.94,-4.66,-1.665,0.57,-1553.15,-0.59
All touches,5.0,5.5,1.1,559,194,353,12,35.5,-1.276,-713.54,5.44,-4.96,-1.294,0.6,-862.82,-0.83
All touches,5.0,6.0,1.2,559,176,371,12,32.2,-1.457,-814.54,5.92,-4.96,-1.475,0.57,-1011.82,-0.81
All touches,5.0,6.5,1.3,559,165,381,13,30.2,-1.523,-851.38,6.41,-4.96,-1.541,0.56,-1063.66,-0.8
All touches,5.0,7.0,1.4,559,155,389,15,28.5,-1.573,-879.37,6.86,-4.95,-1.591,0.55,-1080.65,-0.81
All touches,5.0,7.5,1.5,559,151,392,16,27.8,-1.511,-844.87,7.31,-4.95,-1.529,0.57,-1082.65,-0.78
All touches,5.0,8.0,1.6,559,137,404,18,25.3,-1.679,-938.52,7.76,-4.95,-1.697,0.54,-1215.8,-0.77
All touches,5.0,8.5,1.7,559,121,411,27,22.7,-1.831,-1023.64,8.11,-4.9,-1.849,0.51,-1327.64,-0.77
All touches,5.0,9.0,1.8,559,111,419,29,20.9,-1.956,-1093.68,8.54,-4.88,-1.974,0.49,-1407.18,-0.78
All touches,5.0,9.5,1.9,559,105,422,32,19.9,-1.951,-1090.82,8.91,-4.88,-1.969,0.49,-1411.82,-0.77
All touches,5.0,10.0,2.0,559,99,427,33,18.8,-1.997,-1116.4,9.3,-4.88,-2.015,0.48,-1457.9,-0.77
All touches,5.0,10.5,2.1,559,93,430,36,17.8,-2.009,-1122.79,9.63,-4.88,-2.026,0.49,-1468.29,-0.76
All touches,5.0,11.0,2.2,559,92,431,36,17.6,-1.954,-1092.29,10.04,-4.88,-1.971,0.5,-1471.79,-0.74
All touches,5.0,11.5,2.3,559,92,431,36,17.6,-1.872,-1046.29,10.47,-4.88,-1.889,0.52,-1459.79,-0.72
All touches,5.0,12.0,2.4,559,90,433,36,17.2,-1.85,-1034.29,10.87,-4.88,-1.868,0.53,-1447.79,-0.71
All touches,5.0,12.5,2.5,559,88,435,36,16.8,-1.832,-1024.29,11.26,-4.88,-1.85,0.54,-1470.79,-0.7
All touches,5.0,13.0,2.6,559,85,438,36,16.3,-1.85,-1034.29,11.65,-4.88,-1.868,0.53,-1513.79,-0.68
All touches,5.0,13.5,2.7,559,85,438,36,16.3,-1.774,-991.79,12.06,-4.88,-1.792,0.55,-1504.29,-0.66
All touches,5.0,14.0,2.8,559,81,440,38,15.5,-1.804,-1008.56,12.24,-4.88,-1.822,0.55,-1554.06,-0.65
All touches,5.0,14.5,2.9,559,80,441,38,15.4,-1.767,-987.56,12.62,-4.88,-1.784,0.56,-1566.06,-0.63
All touches,5.0,15.0,3.0,559,79,442,38,15.2,-1.731,-967.56,13.01,-4.88,-1.748,0.57,-1579.06,-0.61
All touches,5.25,5.5,1.05,559,194,351,14,35.6,-1.426,-796.89,5.44,-5.19,-1.444,0.57,-923.8,-0.86
All touches,5.25,6.0,1.14,559,176,369,14,32.3,-1.614,-902.39,5.92,-5.19,-1.633,0.54,-1077.05,-0.84
All touches,5.25,6.5,1.24,559,165,379,15,30.3,-1.685,-941.73,6.41,-5.19,-1.703,0.53,-1135.39,-0.83
All touches,5.25,7.0,1.33,559,155,387,17,28.6,-1.738,-971.72,6.86,-5.18,-1.757,0.53,-1154.88,-0.84
All touches,5.25,7.5,1.43,559,151,390,18,27.9,-1.678,-937.97,7.31,-5.18,-1.696,0.55,-1160.63,-0.81
All touches,5.25,8.0,1.52,559,137,402,20,25.4,-1.851,-1034.62,7.76,-5.18,-1.869,0.52,-1296.78,-0.8
All touches,5.25,8.5,1.62,559,121,409,29,22.8,-2.006,-1121.49,8.11,-5.13,-2.025,0.49,-1410.37,-0.8
All touches,5.25,9.0,1.71,559,111,417,31,21.0,-2.135,-1193.53,8.54,-5.11,-2.153,0.46,-1491.41,-0.8
All touches,5.25,9.5,1.81,559,105,420,34,20.0,-2.131,-1191.42,8.91,-5.11,-2.15,0.47,-1496.3,-0.8
All touches,5.25,10.0,1.9,559,100,424,35,19.1,-2.152,-1203.0,9.3,-5.11,-2.17,0.47,-1528.13,-0.79
All touches,5.25,10.5,2.0,559,94,427,38,18.0,-2.164,-1209.64,9.64,-5.11,-2.182,0.47,-1538.27,-0.79
All touches,5.25,11.0,2.1,559,93,428,38,17.9,-2.109,-1178.89,10.05,-5.11,-2.127,0.48,-1541.52,-0.76
All touches,5.25,11.5,2.19,559,93,428,38,17.9,-2.026,-1132.39,10.48,-5.11,-2.044,0.5,-1529.02,-0.74
All touches,5.25,12.0,2.29,559,91,430,38,17.5,-2.004,-1120.39,10.88,-5.11,-2.023,0.51,-1516.52,-0.74
All touches,5.25,12.5,2.38,559,89,432,38,17.1,-1.986,-1110.39,11.28,-5.11,-2.005,0.52,-1539.52,-0.72
All touches,5.25,13.0,2.48,559,86,435,38,16.5,-2.005,-1120.64,11.66,-5.11,-2.023,0.52,-1582.77,-0.71
All touches,5.25,13.5,2.57,559,86,435,38,16.5,-1.928,-1077.64,12.08,-5.11,-1.946,0.54,-1572.77,-0.69
All touches,5.25,14.0,2.67,559,82,437,40,15.8,-1.958,-1094.41,12.25,-5.11,-1.976,0.53,-1622.54,-0.67
All touches,5.25,14.5,2.76,559,80,439,40,15.4,-1.955,-1092.91,12.62,-5.11,-1.973,0.53,-1654.04,-0.66
All touches,5.25,15.0,2.86,559,79,440,40,15.2,-1.92,-1073.16,13.01,-5.11,-1.938,0.54,-1667.29,-0.64
All touches,5.5,6.0,1.09,559,179,365,15,32.9,-1.715,-958.51,5.92,-5.43,-1.734,0.53,-1142.92,-0.84
All touches,5.5,6.5,1.18,559,168,375,16,30.9,-1.787,-998.85,6.41,-5.43,-1.806,0.52,-1195.76,-0.84
All touches,5.5,7.0,1.27,559,158,383,18,29.2,-1.841,-1029.34,6.87,-5.42,-1.861,0.52,-1220.25,-0.84
All touches,5.5,7.5,1.36,559,154,386,19,28.5,-1.78,-994.84,7.32,-5.42,-1.799,0.54,-1226.25,-0.81
All touches,5.5,8.0,1.45,559,140,398,21,26.0,-1.955,-1092.99,7.76,-5.42,-1.975,0.51,-1364.9,-0.8
All touches,5.5,8.5,1.55,559,124,405,30,23.4,-2.111,-1180.11,8.12,-5.36,-2.13,0.48,-1479.74,-0.8
All touches,5.5,9.0,1.64,559,115,412,32,21.8,-2.215,-1238.15,8.56,-5.34,-2.234,0.46,-1547.28,-0.8
All touches,5.5,9.5,1.73,559,109,415,35,20.8,-2.209,-1234.79,8.93,-5.34,-2.228,0.47,-1551.42,-0.8
All touches,5.5,10.0,1.82,559,104,419,36,19.9,-2.228,-1245.37,9.33,-5.34,-2.247,0.47,-1583.0,-0.79
All touches,5.5,10.5,1.91,559,98,422,39,18.8,-2.237,-1250.76,9.67,-5.35,-2.257,0.47,-1592.39,-0.79
All touches,5.5,11.0,2.0,559,97,423,39,18.7,-2.179,-1218.26,10.09,-5.35,-2.198,0.49,-1594.89,-0.76
All touches,5.5,11.5,2.09,559,97,423,39,18.7,-2.093,-1169.76,10.51,-5.35,-2.112,0.51,-1582.39,-0.74
All touches,5.5,12.0,2.18,559,95,425,39,18.3,-2.068,-1156.26,10.92,-5.35,-2.088,0.51,-1569.89,-0.74
All touches,5.5,12.5,2.27,559,92,428,39,17.7,-2.08,-1162.76,11.31,-5.35,-2.099,0.51,-1611.39,-0.72
All touches,5.5,13.0,2.36,559,89,431,39,17.1,-2.097,-1172.26,11.7,-5.35,-2.116,0.51,-1655.89,-0.71
All touches,5.5,13.5,2.45,559,89,431,39,17.1,-2.017,-1127.76,12.12,-5.35,-2.037,0.53,-1646.39,-0.68
All touches,5.5,14.0,2.55,559,85,433,41,16.4,-2.046,-1143.53,12.3,-5.35,-2.065,0.53,-1697.16,-0.67
All touches,5.5,14.5,2.64,559,83,435,41,16.0,-2.041,-1141.03,12.68,-5.35,-2.06,0.53,-1729.66,-0.66
All touches,5.5,15.0,2.73,559,82,436,41,15.8,-2.004,-1120.03,13.06,-5.35,-2.023,0.54,-1743.66,-0.64
All touches,5.75,6.0,1.04,559,180,363,16,33.1,-1.854,-1036.39,5.93,-5.67,-1.874,0.51,-1208.55,-0.86
All touches,5.75,6.5,1.13,559,169,373,17,31.2,-1.93,-1078.73,6.41,-5.67,-1.95,0.51,-1267.64,-0.85
All touches,5.75,7.0,1.22,559,159,381,19,29.4,-1.987,-1110.72,6.87,-5.66,-2.007,0.5,-1297.63,-0.86
All touches,5.75,7.5,1.3,559,155,384,20,28.8,-1.926,-1076.47,7.32,-5.66,-1.946,0.52,-1304.38,-0.83
All touches,5.75,8.0,1.39,559,143,394,22,26.6,-2.057,-1149.62,7.77,-5.65,-2.077,0.5,-1418.53,-0.81
All touches,5.75,8.5,1.48,559,127,401,31,24.1,-2.213,-1236.99,8.13,-5.6,-2.233,0.47,-1534.12,-0.81
All touches,5.75,9.0,1.57,559,118,408,33,22.4,-2.317,-1295.28,8.57,-5.58,-2.337,0.46,-1601.91,-0.81
All touches,5.75,9.5,1.65,559,112,411,36,21.4,-2.31,-1291.17,8.94,-5.58,-2.33,0.46,-1605.3,-0.8
All touches,5.75,10.0,1.74,559,107,415,37,20.5,-2.328,-1301.25,9.34,-5.58,-2.348,0.46,-1636.63,-0.8
All touches,5.75,10.5,1.83,559,101,418,40,19.5,-2.336,-1305.89,9.69,-5.58,-2.356,0.47,-1645.27,-0.79
All touches,5.75,11.0,1.91,559,100,419,40,19.3,-2.276,-1272.14,10.11,-5.58,-2.296,0.48,-1647.02,-0.77
All touches,5.75,11.5,2.0,559,100,419,40,19.3,-2.186,-1222.14,10.54,-5.58,-2.206,0.5,-1632.52,-0.75
All touches,5.75,12.0,2.09,559,98,421,40,18.9,-2.16,-1207.64,10.95,-5.58,-2.18,0.51,-1619.02,-0.75
All touches,5.75,12.5,2.17,559,95,424,40,18.3,-2.171,-1213.39,11.34,-5.58,-2.191,0.51,-1660.27,-0.73
All touches,5.75,13.0,2.26,559,92,427,40,17.7,-2.186,-1222.14,11.73,-5.58,-2.206,0.51,-1706.27,-0.72
All touches,5.75,13.5,2.35,559,92,427,40,17.7,-2.104,-1176.14,12.15,-5.58,-2.124,0.53,-1698.27,-0.69
All touches,5.75,14.0,2.43,559,88,429,42,17.0,-2.13,-1190.91,12.35,-5.58,-2.15,0.53,-1751.04,-0.68
All touches,5.75,14.5,2.52,559,86,431,42,16.6,-2.124,-1187.41,12.73,-5.58,-2.144,0.53,-1785.54,-0.67
All touches,5.75,15.0,2.61,559,85,432,42,16.4,-2.084,-1165.16,13.12,-5.58,-2.104,0.54,-1801.29,-0.65
All touches,6.0,6.5,1.08,559,169,372,18,31.2,-2.092,-1169.53,6.41,-5.9,-2.113,0.49,-1338.44,-0.87
All touches,6.0,7.0,1.17,559,159,380,20,29.5,-2.153,-1203.52,6.87,-5.9,-2.174,0.48,-1373.93,-0.88
All touches,6.0,7.5,1.25,559,155,383,21,28.8,-2.093,-1170.02,7.32,-5.9,-2.114,0.5,-1381.43,-0.85
All touches,6.0,8.0,1.33,559,143,393,23,26.7,-2.228,-1245.67,7.77,-5.89,-2.249,0.48,-1498.08,-0.83
All touches,6.0,8.5,1.42,559,127,400,32,24.1,-2.388,-1334.79,8.13,-5.83,-2.409,0.45,-1615.42,-0.83
All touches,6.0,9.0,1.5,559,120,405,34,22.9,-2.442,-1364.83,8.57,-5.81,-2.462,0.45,-1654.46,-0.82
All touches,6.0,9.5,1.58,559,114,408,37,21.8,-2.434,-1360.47,8.95,-5.81,-2.455,0.46,-1657.1,-0.82
All touches,6.0,10.0,1.67,559,109,412,38,20.9,-2.452,-1370.55,9.36,-5.81,-2.473,0.46,-1688.18,-0.81
All touches,6.0,10.5,1.75,559,103,415,41,19.9,-2.46,-1374.94,9.7,-5.81,-2.48,0.46,-1696.07,-0.81
All touches,6.0,11.0,1.83,559,102,416,41,19.7,-2.398,-1340.44,10.12,-5.81,-2.419,0.47,-1697.07,-0.79
All touches,6.0,11.5,1.92,559,102,416,41,19.7,-2.307,-1289.44,10.55,-5.81,-2.327,0.49,-1681.57,-0.77
All touches,6.0,12.0,2.0,559,100,418,41,19.3,-2.28,-1274.44,10.96,-5.81,-2.301,0.5,-1666.07,-0.76
All touches,6.0,12.5,2.08,559,97,421,41,18.7,-2.29,-1279.94,11.36,-5.81,-2.31,0.5,-1707.07,-0.75
All touches,6.0,13.0,2.17,559,94,424,41,18.1,-2.305,-1288.44,11.76,-5.81,-2.326,0.5,-1751.07,-0.74
All touches,6.0,13.5,2.25,559,92,426,41,17.8,-2.291,-1280.44,12.15,-5.82,-2.311,0.51,-1780.07,-0.72
All touches,6.0,14.0,2.33,559,88,428,43,17.1,-2.318,-1295.71,12.35,-5.82,-2.339,0.5,-1833.34,-0.71
All touches,6.0,14.5,2.42,559,86,430,43,16.7,-2.313,-1292.71,12.73,-5.82,-2.333,0.51,-1868.34,-0.69
All touches,6.0,15.0,2.5,559,85,431,43,16.5,-2.273,-1270.71,13.12,-5.82,-2.294,0.52,-1884.34,-0.67
First-1,0.5,1.0,2.0,128,39,84,1,31.7,-0.329,-42.1,1.17,-1.05,-0.337,0.53,-58.89,-0.71
First-1,0.5,1.5,3.0,128,30,94,1,24.2,-0.277,-35.46,1.68,-0.94,-0.284,0.6,-58.75,-0.6
First-1,0.5,2.0,4.0,128,25,102,1,19.7,-0.008,-1.0,2.0,-0.5,-0.012,0.98,-22.5,-0.04
First-1,0.5,2.5,5.0,128,20,107,1,15.7,-0.027,-3.5,2.5,-0.5,-0.031,0.93,-35.0,-0.1
First-1,0.5,3.0,6.0,128,19,108,1,15.0,0.023,3.0,3.0,-0.5,0.02,1.06,-35.0,0.09
First-1,0.5,3.5,7.0,128,19,108,1,15.0,0.098,12.5,3.5,-0.5,0.094,1.23,-35.0,0.36
First-1,0.5,4.0,8.0,128,19,108,1,15.0,0.172,22.0,4.0,-0.5,0.168,1.41,-35.0,0.63
First-1,0.5,4.5,9.0,128,17,109,2,13.5,0.185,23.73,4.35,-0.5,0.181,1.44,-35.0,0.68
First-1,0.5,5.0,10.0,128,16,110,2,12.7,0.209,26.73,4.81,-0.5,0.205,1.49,-35.0,0.76
First-1,0.5,5.5,11.0,128,15,110,3,12.0,0.248,31.79,5.11,-0.5,0.244,1.58,-35.0,0.91
First-1,0.5,6.0,12.0,128,14,111,3,11.2,0.256,32.79,5.52,-0.5,0.252,1.59,-35.0,0.94
First-1,0.5,6.5,13.0,128,13,112,3,10.4,0.256,32.79,5.92,-0.5,0.252,1.59,-35.0,0.94
First-1,0.5,7.0,14.0,128,11,114,3,8.8,0.19,24.29,6.25,-0.5,0.186,1.43,-37.0,0.66
First-1,0.5,7.5,15.0,128,11,114,3,8.8,0.233,29.79,6.68,-0.5,0.229,1.52,-37.0,0.81
First-1,0.5,8.0,16.0,128,10,115,3,8.0,0.209,26.79,7.02,-0.5,0.205,1.47,-41.0,0.65
First-1,0.5,8.5,17.0,128,8,117,3,6.4,0.108,13.79,7.23,-0.5,0.104,1.24,-43.0,0.32
First-1,0.5,9.0,18.0,128,8,117,3,6.4,0.139,17.79,7.63,-0.5,0.135,1.3,-43.0,0.41
First-1,0.5,9.5,19.0,128,7,118,3,5.6,0.092,11.79,7.87,-0.5,0.088,1.2,-44.0,0.27
First-1,0.5,10.0,20.0,128,7,118,3,5.6,0.119,15.29,8.25,-0.5,0.116,1.26,-44.0,0.35
First-1,0.5,10.5,21.0,128,5,120,3,4.0,-0.025,-3.21,8.11,-0.5,-0.029,0.95,-44.0,-0.07
First-1,0.5,11.0,22.0,128,3,122,3,2.4,-0.185,-23.71,7.46,-0.5,-0.189,0.61,-47.5,-0.5
First-1,0.5,11.5,23.0,128,3,122,3,2.4,-0.174,-22.21,7.76,-0.5,-0.177,0.64,-47.5,-0.47
First-1,0.5,12.0,24.0,128,3,122,3,2.4,-0.162,-20.71,8.06,-0.5,-0.166,0.66,-47.5,-0.44
First-1,0.5,12.5,25.0,128,3,122,3,2.4,-0.15,-19.21,8.36,-0.5,-0.154,0.69,-47.5,-0.4
First-1,0.5,13.0,26.0,128,3,122,3,2.4,-0.138,-17.71,8.66,-0.5,-0.142,0.71,-47.5,-0.37
First-1,0.5,13.5,27.0,128,3,122,3,2.4,-0.127,-16.21,8.96,-0.5,-0.131,0.73,-47.5,-0.34
First-1,0.5,14.0,28.0,128,2,122,4,1.6,-0.198,-25.33,7.13,-0.5,-0.202,0.58,-49.12,-0.52
First-1,0.5,14.5,29.0,128,2,122,4,1.6,-0.19,-24.33,7.33,-0.5,-0.194,0.6,-49.12,-0.5
First-1,0.5,15.0,30.0,128,2,122,4,1.6,-0.182,-23.33,7.53,-0.5,-0.186,0.62,-49.12,-0.47
First-1,0.75,1.0,1.33,128,51,73,1,41.1,-0.388,-49.65,1.02,-1.37,-0.399,0.52,-58.64,-0.85
First-1,0.75,1.5,2.0,128,40,85,1,32.0,-0.344,-44.01,1.51,-1.23,-0.353,0.58,-61.0,-0.72
First-1,0.75,2.0,2.67,128,34,93,1,26.8,-0.014,-1.75,2.0,-0.75,-0.02,0.97,-25.0,-0.07
First-1,0.75,2.5,3.33,128,28,99,1,22.0,-0.033,-4.25,2.5,-0.75,-0.039,0.94,-39.5,-0.11
First-1,0.75,3.0,4.0,128,26,101,1,20.5,0.018,2.25,3.0,-0.75,0.012,1.03,-37.5,0.06
First-1,0.75,3.5,4.67,128,26,101,1,20.5,0.119,15.25,3.5,-0.75,0.113,1.2,-35.5,0.43
First-1,0.75,4.0,5.33,128,26,101,1,20.5,0.221,28.25,4.0,-0.75,0.215,1.37,-33.5,0.84
First-1,0.75,4.5,6.0,128,23,103,2,18.3,0.219,27.98,4.38,-0.75,0.213,1.36,-31.5,0.89
First-1,0.75,5.0,6.67,128,22,104,2,17.5,0.264,33.73,4.86,-0.75,0.258,1.43,-30.0,1.12
First-1,0.75,5.5,7.33,128,21,104,3,16.8,0.326,41.79,5.21,-0.75,0.321,1.54,-28.5,1.47
First-1,0.75,6.0,8.0,128,19,106,3,15.2,0.303,38.79,5.63,-0.75,0.297,1.49,-33.75,1.15
First-1,0.75,6.5,8.67,128,18,107,3,14.4,0.321,41.04,6.06,-0.75,0.315,1.51,-32.75,1.25
First-1,0.75,7.0,9.33,128,16,109,3,12.8,0.27,34.54,6.46,-0.75,0.264,1.42,-34.75,0.99
First-1,0.75,7.5,10.0,128,16,109,3,12.8,0.332,42.54,6.9,-0.75,0.326,1.52,-33.75,1.26
First-1,0.75,8.0,10.67,128,15,110,3,12.0,0.326,41.79,7.31,-0.75,0.321,1.51,-37.25,1.12
First-1,0.75,8.5,11.33,128,12,113,3,9.6,0.168,21.54,7.59,-0.75,0.162,1.25,-45.5,0.47
First-1,0.75,9.0,12.0,128,12,113,3,9.6,0.215,27.54,8.02,-0.75,0.209,1.32,-45.0,0.61
First-1,0.75,9.5,12.67,128,11,114,3,8.8,0.182,23.29,8.37,-0.75,0.176,1.27,-44.5,0.52
First-1,0.75,10.0,13.33,128,10,115,3,8.0,0.141,18.04,8.69,-0.75,0.135,1.21,-54.75,0.33
First-1,0.75,10.5,14.0,128,6,119,3,4.8,-0.172,-21.96,8.41,-0.75,-0.177,0.75,-66.0,-0.33
First-1,0.75,11.0,14.67,128,4,121,3,3.2,-0.332,-42.46,8.05,-0.75,-0.338,0.53,-71.25,-0.6
First-1,0.75,11.5,15.33,128,4,121,3,3.2,-0.316,-40.46,8.38,-0.75,-0.322,0.55,-71.25,-0.57
First-1,0.75,12.0,16.0,128,4,121,3,3.2,-0.3,-38.46,8.72,-0.75,-0.306,0.58,-71.25,-0.54
First-1,0.75,12.5,16.67,128,4,121,3,3.2,-0.285,-36.46,9.05,-0.75,-0.291,0.6,-71.25,-0.51
First-1,0.75,13.0,17.33,128,4,121,3,3.2,-0.269,-34.46,9.38,-0.75,-0.275,0.62,-71.25,-0.48
First-1,0.75,13.5,18.0,128,4,121,3,3.2,-0.254,-32.46,9.72,-0.75,-0.259,0.64,-71.25,-0.46
First-1,0.75,14.0,18.67,128,3,121,4,2.4,-0.321,-41.08,8.28,-0.75,-0.327,0.55,-75.37,-0.55
First-1,0.75,14.5,19.33,128,3,121,4,2.4,-0.309,-39.58,8.53,-0.75,-0.315,0.56,-75.37,-0.53
First-1,0.75,15.0,20.0,128,3,121,4,2.4,-0.298,-38.08,8.78,-0.75,-0.303,0.58,-75.37,-0.51
First-1,1.0,1.5,1.5,128,48,76,1,38.7,-0.652,-83.4,1.51,-2.02,-0.667,0.47,-97.89,-0.85
First-1,1.0,2.0,2.0,128,41,86,1,32.3,-0.031,-4.0,2.0,-1.0,-0.039,0.95,-31.0,-0.13
First-1,1.0,2.5,2.5,128,34,93,1,26.8,-0.062,-8.0,2.5,-1.0,-0.07,0.91,-49.0,-0.16
First-1,1.0,3.0,3.0,128,32,95,1,25.2,0.008,1.0,3.0,-1.0,0.0,1.01,-46.0,0.02
First-1,1.0,3.5,3.5,128,32,95,1,25.2,0.133,17.0,3.5,-1.0,0.125,1.18,-43.0,0.4
First-1,1.0,4.0,4.0,128,31,96,1,24.4,0.219,28.0,4.0,-1.0,0.211,1.29,-40.0,0.7
First-1,1.0,4.5,4.5,128,28,98,2,22.2,0.232,29.73,4.4,-1.0,0.224,1.3,-37.0,0.8
First-1,1.0,5.0,5.0,128,27,99,2,21.4,0.295,37.73,4.88,-1.0,0.287,1.38,-35.0,1.08
First-1,1.0,5.5,5.5,128,24,101,3,19.2,0.276,35.29,5.24,-1.0,0.268,1.35,-34.0,1.04
First-1,1.0,6.0,6.0,128,22,103,3,17.6,0.26,33.29,5.68,-1.0,0.252,1.32,-40.0,0.83
First-1,1.0,6.5,6.5,128,21,104,3,16.8,0.287,36.79,6.12,-1.0,0.28,1.35,-40.0,0.92
First-1,1.0,7.0,7.0,128,18,106,4,14.5,0.204,26.09,6.29,-1.0,0.196,1.25,-40.0,0.65
First-1,1.0,7.5,7.5,128,18,106,4,14.5,0.274,35.09,6.72,-1.0,0.266,1.33,-40.0,0.88
First-1,1.0,8.0,8.0,128,17,107,4,13.7,0.274,35.09,7.1,-1.0,0.266,1.33,-40.0,0.88
First-1,1.0,8.5,8.5,128,14,110,4,11.3,0.118,15.09,7.36,-1.0,0.11,1.14,-44.7,0.34
