Variant,SL %,Target %,R:R,Signals,Target Hit,SL Hit,Open,Win Rate %,Avg PnL %,Total PnL %,Avg Win %,Avg Loss %,Expectancy %,Profit Factor,Max Drawdown %,Calmar
First-1,5.5,10.0,1.82,128,30,83,15,26.5,-1.257,-160.85,8.9,-5.13,-1.297,0.66,-264.61,-0.61
First-1,5.5,10.5,1.91,128,25,86,17,22.5,-1.564,-200.16,9.02,-5.15,-1.604,0.59,-277.88,-0.72
First-1,5.5,11.0,2.0,128,25,86,17,22.5,-1.466,-187.66,9.41,-5.15,-1.506,0.62,-272.38,-0.69
First-1,5.5,11.5,2.09,128,25,86,17,22.5,-1.368,-175.16,9.8,-5.15,-1.409,0.64,-269.88,-0.65
First-1,5.5,12.0,2.18,128,23,88,17,20.7,-1.544,-197.66,10.07,-5.15,-1.584,0.6,-267.38,-0.74
First-1,5.5,12.5,2.27,128,22,89,17,19.8,-1.595,-204.16,10.38,-5.16,-1.635,0.6,-282.88,-0.72
First-1,5.5,13.0,2.36,128,21,90,17,18.9,-1.654,-211.66,10.68,-5.16,-1.694,0.59,-288.88,-0.73
First-1,5.5,13.5,2.45,128,21,90,17,18.9,-1.572,-201.16,11.06,-5.16,-1.612,0.61,-283.61,-0.71
First-1,5.5,14.0,2.55,128,19,91,18,17.3,-1.725,-220.78,10.94,-5.16,-1.765,0.57,-308.5,-0.72
First-1,5.5,14.5,2.64,128,18,92,18,16.4,-1.807,-231.28,11.17,-5.17,-1.847,0.56,-325.0,-0.71
First-1,5.5,15.0,2.73,128,17,93,18,15.5,-1.897,-242.78,11.38,-5.17,-1.937,0.54,-342.5,-0.71
First-1,5.75,6.0,1.04,128,53,67,8,44.2,-0.57,-72.94,5.76,-5.57,-0.613,0.82,-224.25,-0.33
First-1,5.75,6.5,1.13,128,51,68,9,42.9,-0.535,-68.53,6.22,-5.54,-0.579,0.83,-232.0,-0.3
First-1,5.75,7.0,1.22,128,48,70,10,40.7,-0.576,-73.73,6.58,-5.55,-0.619,0.82,-230.0,-0.32
First-1,5.75,7.5,1.3,128,46,72,10,39.0,-0.596,-76.23,7.02,-5.55,-0.639,0.82,-230.0,-0.33
First-1,5.75,8.0,1.39,128,44,74,10,37.3,-0.631,-80.73,7.46,-5.56,-0.674,0.82,-230.0,-0.35
First-1,5.75,8.5,1.48,128,37,77,14,32.5,-1.035,-132.45,7.76,-5.39,-1.077,0.71,-264.42,-0.5
First-1,5.75,9.0,1.57,128,33,80,15,29.2,-1.307,-167.35,8.12,-5.35,-1.349,0.65,-279.82,-0.6
First-1,5.75,9.5,1.65,128,32,81,15,28.3,-1.298,-166.1,8.53,-5.35,-1.339,0.66,-272.32,-0.61
First-1,5.75,10.0,1.74,128,31,82,15,27.4,-1.296,-165.85,8.93,-5.35,-1.338,0.66,-281.61,-0.59
First-1,5.75,10.5,1.83,128,26,85,17,23.4,-1.605,-205.41,9.06,-5.37,-1.647,0.59,-296.13,-0.69
First-1,5.75,11.0,1.91,128,26,85,17,23.4,-1.503,-192.41,9.46,-5.37,-1.545,0.62,-290.63,-0.66
First-1,5.75,11.5,2.0,128,26,85,17,23.4,-1.402,-179.41,9.85,-5.37,-1.444,0.64,-285.13,-0.63
First-1,5.75,12.0,2.09,128,24,87,17,21.6,-1.577,-201.91,10.13,-5.38,-1.619,0.61,-284.38,-0.71
First-1,5.75,12.5,2.17,128,23,88,17,20.7,-1.626,-208.16,10.45,-5.38,-1.668,0.6,-298.38,-0.7
First-1,5.75,13.0,2.26,128,22,89,17,19.8,-1.683,-215.41,10.76,-5.38,-1.725,0.59,-308.88,-0.7
First-1,5.75,13.5,2.35,128,22,89,17,19.8,-1.597,-204.41,11.14,-5.38,-1.639,0.61,-303.38,-0.67
First-1,5.75,14.0,2.43,128,20,90,18,18.2,-1.748,-223.78,11.05,-5.39,-1.79,0.58,-328.25,-0.68
First-1,5.75,14.5,2.52,128,19,91,18,17.3,-1.828,-234.03,11.3,-5.39,-1.87,0.57,-344.25,-0.68
First-1,5.75,15.0,2.61,128,18,92,18,16.4,-1.916,-245.28,11.52,-5.39,-1.958,0.55,-362.0,-0.68
First-1,6.0,6.5,1.08,128,51,68,9,42.9,-0.668,-85.53,6.22,-5.77,-0.713,0.8,-243.5,-0.35
First-1,6.0,7.0,1.17,128,48,70,10,40.7,-0.713,-91.23,6.58,-5.78,-0.758,0.79,-241.0,-0.38
First-1,6.0,7.5,1.25,128,46,72,10,39.0,-0.736,-94.23,7.02,-5.78,-0.781,0.79,-240.0,-0.39
First-1,6.0,8.0,1.33,128,44,74,10,37.3,-0.775,-99.23,7.46,-5.79,-0.82,0.78,-242.0,-0.41
First-1,6.0,8.5,1.42,128,37,77,14,32.5,-1.185,-151.7,7.76,-5.62,-1.229,0.68,-281.92,-0.54
First-1,6.0,9.0,1.5,128,33,80,15,29.2,-1.464,-187.35,8.12,-5.57,-1.507,0.62,-297.57,-0.63
First-1,6.0,9.5,1.58,128,32,81,15,28.3,-1.456,-186.35,8.53,-5.58,-1.499,0.63,-290.07,-0.64
First-1,6.0,10.0,1.67,128,31,82,15,27.4,-1.456,-186.35,8.93,-5.58,-1.499,0.63,-298.61,-0.62
First-1,6.0,10.5,1.75,128,26,85,17,23.4,-1.771,-226.66,9.06,-5.59,-1.814,0.57,-314.38,-0.72
First-1,6.0,11.0,1.83,128,26,85,17,23.4,-1.669,-213.66,9.46,-5.59,-1.713,0.59,-308.88,-0.69
First-1,6.0,11.5,1.92,128,26,85,17,23.4,-1.568,-200.66,9.85,-5.59,-1.611,0.62,-303.38,-0.66
First-1,6.0,12.0,2.0,128,24,87,17,21.6,-1.747,-223.66,10.13,-5.6,-1.791,0.58,-303.88,-0.74
First-1,6.0,12.5,2.08,128,23,88,17,20.7,-1.798,-230.16,10.45,-5.61,-1.842,0.58,-315.88,-0.73
First-1,6.0,13.0,2.17,128,22,89,17,19.8,-1.857,-237.66,10.76,-5.61,-1.901,0.57,-328.88,-0.72
First-1,6.0,13.5,2.25,128,22,89,17,19.8,-1.771,-226.66,11.14,-5.61,-1.815,0.59,-323.38,-0.7
First-1,6.0,14.0,2.33,128,20,90,18,18.2,-1.924,-246.28,11.05,-5.61,-1.968,0.56,-348.5,-0.71
First-1,6.0,14.5,2.42,128,19,91,18,17.3,-2.006,-256.78,11.3,-5.62,-2.05,0.54,-364.5,-0.7
First-1,6.0,15.0,2.5,128,18,92,18,16.4,-2.096,-268.28,11.52,-5.62,-2.14,0.53,-381.5,-0.7
First-2,0.5,1.0,2.0,231,67,146,2,31.5,-1.333,-307.99,1.14,-2.48,-1.355,0.21,-325.07,-0.95
First-2,0.5,1.5,3.0,231,55,166,2,24.9,-0.314,-72.51,1.62,-1.01,-0.323,0.57,-98.29,-0.74
First-2,0.5,2.0,4.0,231,46,182,2,20.2,0.014,3.3,2.01,-0.5,0.01,1.04,-28.7,0.11
First-2,0.5,2.5,5.0,231,38,191,2,16.6,-0.002,-0.5,2.5,-0.5,-0.006,0.99,-49.0,-0.01
First-2,0.5,3.0,6.0,231,33,196,2,14.4,0.004,1.0,3.0,-0.5,-0.0,1.01,-53.5,0.02
First-2,0.5,3.5,7.0,231,32,197,2,14.0,0.058,13.5,3.5,-0.5,0.054,1.14,-56.0,0.24
First-2,0.5,4.0,8.0,231,31,198,2,13.5,0.108,25.0,4.0,-0.5,0.104,1.25,-55.0,0.45
First-2,0.5,4.5,9.0,231,27,201,3,11.8,0.098,22.73,4.4,-0.5,0.094,1.23,-59.0,0.39
First-2,0.5,5.0,10.0,231,26,202,3,11.4,0.133,30.73,4.88,-0.5,0.129,1.3,-58.5,0.53
First-2,0.5,5.5,11.0,231,24,203,4,10.6,0.151,34.79,5.24,-0.5,0.146,1.34,-58.5,0.59
First-2,0.5,6.0,12.0,231,23,204,4,10.1,0.174,40.29,5.69,-0.5,0.17,1.4,-58.0,0.69
First-2,0.5,6.5,13.0,231,21,206,4,9.3,0.164,37.79,6.12,-0.5,0.159,1.37,-57.5,0.66
First-2,0.5,7.0,14.0,231,17,210,4,7.5,0.079,18.29,6.49,-0.5,0.075,1.17,-59.5,0.31
First-2,0.5,7.5,15.0,231,16,210,5,7.1,0.092,21.29,6.65,-0.5,0.088,1.2,-59.0,0.36
First-2,0.5,8.0,16.0,231,15,211,5,6.6,0.09,20.79,7.02,-0.5,0.086,1.2,-66.0,0.32
First-2,0.5,8.5,17.0,231,13,213,5,5.8,0.045,10.29,7.3,-0.5,0.04,1.1,-65.5,0.16
First-2,0.5,9.0,18.0,231,12,214,5,5.3,0.032,7.29,7.62,-0.5,0.027,1.07,-68.5,0.11
First-2,0.5,9.5,19.0,231,11,215,5,4.9,0.014,3.29,7.91,-0.5,0.01,1.03,-69.5,0.05
First-2,0.5,10.0,20.0,231,11,215,5,4.9,0.038,8.79,8.31,-0.5,0.034,1.08,-69.0,0.13
First-2,0.5,10.5,21.0,231,9,217,5,4.0,-0.033,-7.71,8.4,-0.5,-0.038,0.93,-68.5,-0.11
First-2,0.5,11.0,22.0,231,6,220,5,2.7,-0.163,-37.71,8.03,-0.5,-0.168,0.66,-85.5,-0.44
First-2,0.5,11.5,23.0,231,6,220,5,2.7,-0.15,-34.71,8.37,-0.5,-0.155,0.68,-85.5,-0.41
First-2,0.5,12.0,24.0,231,6,220,5,2.7,-0.137,-31.71,8.7,-0.5,-0.142,0.71,-85.5,-0.37
First-2,0.5,12.5,25.0,231,6,220,5,2.7,-0.124,-28.71,9.03,-0.5,-0.129,0.74,-85.5,-0.34
First-2,0.5,13.0,26.0,231,6,220,5,2.7,-0.111,-25.71,9.37,-0.5,-0.116,0.77,-85.5,-0.3
First-2,0.5,13.5,27.0,231,6,220,5,2.7,-0.098,-22.71,9.7,-0.5,-0.103,0.79,-85.5,-0.27
First-2,0.5,14.0,28.0,231,4,220,7,1.8,-0.177,-40.98,7.67,-0.5,-0.182,0.63,-86.27,-0.48
First-2,0.5,14.5,29.0,231,4,220,7,1.8,-0.169,-38.98,7.89,-0.5,-0.173,0.65,-86.27,-0.45
First-2,0.5,15.0,30.0,231,4,220,7,1.8,-0.16,-36.98,8.11,-0.5,-0.164,0.66,-86.27,-0.43
First-2,0.75,1.0,1.33,231,87,130,2,40.1,-1.045,-241.44,1.04,-2.44,-1.066,0.28,-250.19,-0.97
First-2,0.75,1.5,2.0,231,71,152,2,31.8,-0.351,-81.1,1.53,-1.27,-0.362,0.59,-101.63,-0.8
First-2,0.75,2.0,2.67,231,61,168,2,26.6,-0.017,-4.0,2.0,-0.75,-0.024,0.97,-35.5,-0.11
First-2,0.75,2.5,3.33,231,51,178,2,22.3,-0.026,-6.0,2.5,-0.75,-0.032,0.96,-57.0,-0.11
First-2,0.75,3.0,4.0,231,44,185,2,19.2,-0.029,-6.75,3.0,-0.75,-0.036,0.95,-62.25,-0.11
First-2,0.75,3.5,4.67,231,44,185,2,19.2,0.066,15.25,3.5,-0.75,0.06,1.11,-58.0,0.26
First-2,0.75,4.0,5.33,231,43,186,2,18.8,0.141,32.5,4.0,-0.75,0.134,1.23,-54.5,0.6
First-2,0.75,4.5,6.0,231,37,191,3,16.2,0.108,24.98,4.43,-0.75,0.102,1.17,-61.5,0.41
First-2,0.75,5.0,6.67,231,36,192,3,15.8,0.163,37.73,4.91,-0.75,0.157,1.26,-59.0,0.64
First-2,0.75,5.5,7.33,231,34,193,4,15.0,0.201,46.54,5.31,-0.75,0.195,1.32,-57.25,0.81
First-2,0.75,6.0,8.0,231,32,195,4,14.1,0.217,50.04,5.77,-0.75,0.21,1.34,-61.5,0.81
First-2,0.75,6.5,8.67,231,29,198,4,12.8,0.192,44.29,6.22,-0.75,0.185,1.3,-59.5,0.74
First-2,0.75,7.0,9.33,231,25,202,4,11.0,0.12,27.79,6.64,-0.75,0.114,1.18,-61.25,0.45
First-2,0.75,7.5,10.0,231,24,202,5,10.6,0.151,34.79,6.9,-0.75,0.144,1.23,-59.25,0.59
First-2,0.75,8.0,10.67,231,23,203,5,10.2,0.165,38.04,7.32,-0.75,0.158,1.25,-64.75,0.59
First-2,0.75,8.5,11.33,231,20,206,5,8.8,0.094,21.79,7.66,-0.75,0.088,1.14,-72.0,0.3
First-2,0.75,9.0,12.0,231,17,209,5,7.5,0.011,2.54,7.96,-0.75,0.005,1.02,-80.25,0.03
First-2,0.75,9.5,12.67,231,16,210,5,7.1,0.003,0.79,8.33,-0.75,-0.003,1.01,-79.25,0.01
First-2,0.75,10.0,13.33,231,14,212,5,6.2,-0.055,-12.71,8.61,-0.75,-0.062,0.92,-91.75,-0.14
First-2,0.75,10.5,14.0,231,10,216,5,4.4,-0.22,-50.71,8.56,-0.75,-0.226,0.69,-108.0,-0.47
First-2,0.75,11.0,14.67,231,7,219,5,3.1,-0.35,-80.96,8.33,-0.75,-0.357,0.51,-128.25,-0.63
First-2,0.75,11.5,15.33,231,7,219,5,3.1,-0.335,-77.46,8.68,-0.75,-0.342,0.53,-128.25,-0.6
First-2,0.75,12.0,16.0,231,7,219,5,3.1,-0.32,-73.96,9.03,-0.75,-0.327,0.55,-128.25,-0.58
First-2,0.75,12.5,16.67,231,7,219,5,3.1,-0.305,-70.46,9.38,-0.75,-0.312,0.57,-128.25,-0.55
First-2,0.75,13.0,17.33,231,7,219,5,3.1,-0.29,-66.96,9.73,-0.75,-0.296,0.59,-128.25,-0.52
First-2,0.75,13.5,18.0,231,7,219,5,3.1,-0.275,-63.46,10.08,-0.75,-0.281,0.61,-128.25,-0.49
First-2,0.75,14.0,18.67,231,5,219,7,2.2,-0.352,-81.23,8.3,-0.75,-0.358,0.51,-133.77,-0.61
First-2,0.75,14.5,19.33,231,5,219,7,2.2,-0.341,-78.73,8.55,-0.75,-0.347,0.52,-133.77,-0.59
First-2,0.75,15.0,20.0,231,5,219,7,2.2,-0.33,-76.23,8.8,-0.75,-0.336,0.54,-133.77,-0.57
First-2,1.0,1.5,1.5,231,86,137,2,38.6,-0.533,-123.04,1.51,-1.84,-0.549,0.52,-135.04,-0.91
First-2,1.0,2.0,2.0,231,74,155,2,32.3,-0.03,-7.0,2.0,-1.0,-0.039,0.95,-43.0,-0.16
First-2,1.0,2.5,2.5,231,62,167,2,27.1,-0.052,-12.0,2.5,-1.0,-0.061,0.93,-71.0,-0.17
First-2,1.0,3.0,3.0,231,55,174,2,24.0,-0.039,-9.0,3.0,-1.0,-0.048,0.95,-75.0,-0.12
First-2,1.0,3.5,3.5,231,55,174,2,24.0,0.08,18.5,3.5,-1.0,0.071,1.11,-68.5,0.27
First-2,1.0,4.0,4.0,231,53,176,2,23.1,0.156,36.0,4.0,-1.0,0.147,1.2,-62.0,0.58
First-2,1.0,4.5,4.5,231,47,181,3,20.6,0.14,32.23,4.44,-1.0,0.131,1.18,-66.5,0.48
First-2,1.0,5.0,5.0,231,46,182,3,20.2,0.215,49.73,4.93,-1.0,0.207,1.27,-62.0,0.8
First-2,1.0,5.5,5.5,231,42,185,4,18.5,0.218,50.29,5.35,-1.0,0.209,1.27,-58.0,0.87
First-2,1.0,6.0,6.0,231,38,189,4,16.7,0.187,43.29,5.81,-1.0,0.179,1.23,-71.0,0.61
First-2,1.0,6.5,6.5,231,34,193,4,15.0,0.14,32.29,6.26,-1.0,0.131,1.17,-71.0,0.45
First-2,1.0,7.0,7.0,231,29,197,5,12.8,0.052,12.09,6.53,-1.0,0.044,1.06,-71.0,0.17
First-2,1.0,7.5,7.5,231,28,197,6,12.4,0.091,21.09,6.82,-1.0,0.083,1.11,-71.0,0.3
First-2,1.0,8.0,8.0,231,27,198,6,12.0,0.113,26.09,7.23,-1.0,0.104,1.13,-71.0,0.37
First-2,1.0,8.5,8.5,231,24,201,6,10.7,0.048,11.09,7.57,-1.0,0.039,1.06,-75.0,0.15
First-2,1.0,9.0,9.0,231,21,204,6,9.3,-0.03,-6.91,7.88,-1.0,-0.039,0.97,-82.0,-0.08
First-2,1.0,9.5,9.5,231,20,205,6,8.9,-0.03,-6.91,8.25,-1.0,-0.039,0.97,-79.5,-0.09
First-2,1.0,10.0,10.0,231,18,207,6,8.0,-0.082,-18.91,8.55,-1.0,-0.091,0.91,-94.0,-0.2
First-2,1.0,10.5,10.5,231,13,212,6,5.8,-0.292,-67.41,8.51,-1.0,-0.3,0.68,-112.0,-0.6
First-2,1.0,11.0,11.0,231,10,215,6,4.4,-0.42,-96.91,8.44,-1.0,-0.428,0.55,-134.0,-0.72
First-2,1.0,11.5,11.5,231,10,215,6,4.4,-0.398,-91.91,8.79,-1.0,-0.407,0.57,-132.5,-0.69
First-2,1.0,12.0,12.0,231,10,215,6,4.4,-0.376,-86.91,9.15,-1.0,-0.385,0.6,-131.0,-0.66
First-2,1.0,12.5,12.5,231,8,217,6,3.6,-0.471,-108.91,9.01,-1.0,-0.48,0.5,-156.5,-0.7
First-2,1.0,13.0,13.0,231,8,217,6,3.6,-0.454,-104.91,9.34,-1.0,-0.463,0.52,-156.0,-0.67
First-2,1.0,13.5,13.5,231,8,217,6,3.6,-0.437,-100.91,9.67,-1.0,-0.445,0.53,-155.5,-0.65
First-2,1.0,14.0,14.0,231,6,217,8,2.7,-0.512,-118.18,8.24,-1.0,-0.52,0.46,-163.47,-0.72
First-2,1.0,14.5,14.5,231,6,217,8,2.7,-0.499,-115.18,8.49,-1.0,-0.507,0.47,-162.97,-0.71
First-2,1.0,15.0,15.0,231,6,217,8,2.7,-0.486,-112.18,8.74,-1.0,-0.494,0.48,-162.47,-0.69
First-2,1.25,1.5,1.2,231,97,126,2,43.5,-0.543,-125.34,1.53,-2.16,-0.561,0.55,-132.55,-0.95
First-2,1.25,2.0,1.6,231,82,147,2,35.8,-0.085,-19.75,2.0,-1.25,-0.096,0.89,-49.0,-0.4
First-2,1.25,2.5,2.0,231,69,160,2,30.1,-0.119,-27.5,2.5,-1.25,-0.13,0.86,-81.25,-0.34
First-2,1.25,3.0,2.4,231,60,169,2,26.2,-0.135,-31.25,3.0,-1.25,-0.146,0.85,-92.5,-0.34
First-2,1.25,3.5,2.8,231,60,169,2,26.2,-0.005,-1.25,3.5,-1.25,-0.016,0.99,-85.0,-0.01
First-2,1.25,4.0,3.2,231,58,171,2,25.3,0.079,18.25,4.0,-1.25,0.068,1.09,-77.5,0.24
First-2,1.25,4.5,3.6,231,51,177,3,22.4,0.043,9.98,4.45,-1.25,0.032,1.05,-87.5,0.11
First-2,1.25,5.0,4.0,231,49,179,3,21.5,0.099,22.98,4.93,-1.25,0.089,1.1,-82.5,0.28
First-2,1.25,5.5,4.4,231,45,182,4,19.8,0.105,24.29,5.36,-1.25,0.094,1.11,-77.5,0.31
First-2,1.25,6.0,4.8,231,40,187,4,17.6,0.046,10.54,5.82,-1.25,0.035,1.05,-94.25,0.11
First-2,1.25,6.5,5.2,231,36,191,4,15.9,-0.002,-0.46,6.27,-1.25,-0.013,1.0,-93.25,-0.0
First-2,1.25,7.0,5.6,231,31,195,5,13.7,-0.089,-20.66,6.56,-1.25,-0.1,0.92,-99.0,-0.21
First-2,1.25,7.5,6.0,231,30,195,6,13.3,-0.046,-10.66,6.86,-1.25,-0.057,0.96,-95.0,-0.11
First-2,1.25,8.0,6.4,231,29,196,6,12.9,-0.021,-4.91,7.28,-1.25,-0.032,0.98,-100.25,-0.05
First-2,1.25,8.5,6.8,231,25,200,6,11.1,-0.127,-29.41,7.61,-1.25,-0.138,0.88,-106.5,-0.28
First-2,1.25,9.0,7.2,231,21,204,6,9.3,-0.251,-57.91,7.88,-1.25,-0.262,0.77,-117.16,-0.49
First-2,1.25,9.5,7.6,231,20,205,6,8.9,-0.252,-58.16,8.25,-1.25,-0.263,0.77,-112.66,-0.52
First-2,1.25,10.0,8.0,231,18,207,6,8.0,-0.306,-70.66,8.55,-1.25,-0.317,0.73,-130.66,-0.54
First-2,1.25,10.5,8.4,231,13,212,6,5.8,-0.521,-120.41,8.51,-1.25,-0.532,0.55,-150.5,-0.8
First-2,1.25,11.0,8.8,231,10,215,6,4.4,-0.652,-150.66,8.44,-1.25,-0.663,0.44,-180.0,-0.84
First-2,1.25,11.5,9.2,231,10,215,6,4.4,-0.631,-145.66,8.79,-1.25,-0.641,0.46,-177.5,-0.82
First-2,1.25,12.0,9.6,231,10,215,6,4.4,-0.609,-140.66,9.15,-1.25,-0.62,0.48,-175.0,-0.8
First-2,1.25,12.5,10.0,231,8,217,6,3.6,-0.706,-163.16,9.01,-1.25,-0.717,0.4,-200.0,-0.82
First-2,1.25,13.0,10.4,231,8,217,6,3.6,-0.689,-159.16,9.34,-1.25,-0.7,0.41,-198.5,-0.8
First-2,1.25,13.5,10.8,231,8,217,6,3.6,-0.672,-155.16,9.67,-1.25,-0.683,0.43,-197.75,-0.78
First-2,1.25,14.0,11.2,231,6,217,8,2.7,-0.746,-172.43,8.24,-1.25,-0.757,0.36,-211.18,-0.82
First-2,1.25,14.5,11.6,231,6,217,8,2.7,-0.733,-169.43,8.49,-1.25,-0.744,0.38,-210.68,-0.8
First-2,1.25,15.0,12.0,231,6,217,8,2.7,-0.72,-166.43,8.74,-1.25,-0.731,0.39,-210.18,-0.79
First-2,1.5,2.0,1.33,231,93,135,3,40.8,-0.076,-17.49,2.0,-1.5,-0.089,0.91,-49.5,-0.35
First-2,1.5,2.5,1.67,231,78,150,3,34.2,-0.134,-30.99,2.5,-1.5,-0.147,0.86,-96.5,-0.32
First-2,1.5,3.0,2.0,231,68,160,3,29.8,-0.16,-36.99,3.0,-1.5,-0.173,0.85,-94.5,-0.39
First-2,1.5,3.5,2.33,231,68,160,3,29.8,-0.013,-2.99,3.5,-1.5,-0.026,0.99,-92.5,-0.03
First-2,1.5,4.0,2.67,231,66,162,3,28.9,0.087,20.01,4.0,-1.5,0.074,1.08,-90.5,0.22
First-2,1.5,4.5,3.0,231,59,168,4,26.0,0.062,14.24,4.45,-1.5,0.049,1.06,-90.0,0.16
First-2,1.5,5.0,3.33,231,55,172,4,24.2,0.077,17.74,4.94,-1.5,0.064,1.07,-92.5,0.19
First-2,1.5,5.5,3.67,231,47,179,5,20.8,-0.029,-6.7,5.36,-1.5,-0.042,0.98,-104.0,-0.06
First-2,1.5,6.0,4.0,231,42,184,5,18.6,-0.09,-20.7,5.82,-1.5,-0.103,0.93,-121.5,-0.17
First-2,1.5,6.5,4.33,231,38,188,5,16.8,-0.137,-31.7,6.28,-1.5,-0.15,0.89,-121.0,-0.26
First-2,1.5,7.0,4.67,231,33,192,6,14.7,-0.225,-51.9,6.59,-1.5,-0.238,0.82,-130.0,-0.4
First-2,1.5,7.5,5.0,231,32,192,7,14.3,-0.177,-40.9,6.89,-1.5,-0.19,0.86,-126.0,-0.32
First-2,1.5,8.0,5.33,231,30,194,7,13.4,-0.19,-43.9,7.3,-1.5,-0.203,0.85,-131.5,-0.33
First-2,1.5,8.5,5.67,231,26,197,8,11.7,-0.294,-67.97,7.64,-1.49,-0.307,0.77,-141.47,-0.48
First-2,1.5,9.0,6.0,231,22,200,9,9.9,-0.415,-95.86,7.93,-1.49,-0.428,0.68,-155.86,-0.62
First-2,1.5,9.5,6.33,231,22,200,9,9.9,-0.367,-84.86,8.35,-1.49,-0.38,0.72,-151.36,-0.56
First-2,1.5,10.0,6.67,231,20,202,9,9.0,-0.419,-96.86,8.67,-1.49,-0.432,0.68,-169.86,-0.57
First-2,1.5,10.5,7.0,231,15,207,9,6.8,-0.636,-146.86,8.72,-1.49,-0.649,0.53,-187.36,-0.78
First-2,1.5,11.0,7.33,231,12,210,9,5.4,-0.766,-176.86,8.76,-1.49,-0.779,0.44,-203.86,-0.87
First-2,1.5,11.5,7.67,231,12,210,9,5.4,-0.74,-170.86,9.13,-1.49,-0.753,0.46,-199.36,-0.86
First-2,1.5,12.0,8.0,231,12,210,9,5.4,-0.714,-164.86,9.51,-1.49,-0.727,0.48,-194.86,-0.85
First-2,1.5,12.5,8.33,231,10,212,9,4.5,-0.809,-186.86,9.51,-1.49,-0.822,0.42,-218.36,-0.86
First-2,1.5,13.0,8.67,231,10,212,9,4.5,-0.787,-181.86,9.86,-1.49,-0.8,0.43,-216.46,-0.84
First-2,1.5,13.5,9.0,231,10,212,9,4.5,-0.766,-176.86,10.22,-1.49,-0.779,0.45,-215.46,-0.82
First-2,1.5,14.0,9.33,231,8,212,11,3.6,-0.836,-193.13,9.06,-1.49,-0.849,0.4,-234.13,-0.82
First-2,1.5,14.5,9.67,231,8,212,11,3.6,-0.819,-189.13,9.34,-1.49,-0.832,0.41,-233.63,-0.81
First-2,1.5,15.0,10.0,231,8,212,11,3.6,-0.801,-185.13,9.63,-1.49,-0.814,0.42,-233.13,-0.79
First-2,1.75,2.0,1.14,231,96,131,4,42.3,-0.165,-38.18,1.98,-1.74,-0.18,0.83,-60.0,-0.64
First-2,1.75,2.5,1.43,231,80,147,4,35.2,-0.252,-58.18,2.47,-1.74,-0.267,0.77,-114.25,-0.51
First-2,1.75,3.0,1.71,231,71,156,4,31.3,-0.264,-60.93,2.96,-1.75,-0.279,0.78,-114.25,-0.53
First-2,1.75,3.5,2.0,231,71,156,4,31.3,-0.11,-25.43,3.45,-1.75,-0.125,0.91,-110.25,-0.23
First-2,1.75,4.0,2.29,231,69,158,4,30.4,-0.006,-1.43,3.94,-1.75,-0.021,0.99,-108.25,-0.01
First-2,1.75,4.5,2.57,231,62,164,5,27.4,-0.031,-7.2,4.39,-1.75,-0.046,0.97,-108.0,-0.07
First-2,1.75,5.0,2.86,231,58,168,5,25.7,-0.014,-3.2,4.86,-1.75,-0.029,0.99,-111.25,-0.03
First-2,1.75,5.5,3.14,231,50,175,6,22.2,-0.121,-27.89,5.27,-1.75,-0.136,0.91,-124.5,-0.22
First-2,1.75,6.0,3.43,231,45,180,6,20.0,-0.18,-41.64,5.72,-1.75,-0.195,0.87,-141.25,-0.29
First-2,1.75,6.5,3.71,231,41,184,6,18.2,-0.226,-52.14,6.16,-1.75,-0.241,0.84,-140.5,-0.37
First-2,1.75,7.0,4.0,231,36,188,7,16.1,-0.311,-71.84,6.45,-1.75,-0.326,0.78,-152.25,-0.47
First-2,1.75,7.5,4.29,231,35,188,8,15.7,-0.257,-59.34,6.77,-1.75,-0.272,0.82,-147.75,-0.4
First-2,1.75,8.0,4.57,231,33,190,8,14.8,-0.266,-61.34,7.16,-1.75,-0.281,0.82,-153.0,-0.4
First-2,1.75,8.5,4.86,231,29,193,9,13.1,-0.366,-84.66,7.49,-1.74,-0.382,0.75,-169.66,-0.5
First-2,1.75,9.0,5.14,231,25,196,10,11.3,-0.484,-111.8,7.77,-1.73,-0.499,0.68,-183.8,-0.61
First-2,1.75,9.5,5.43,231,25,196,10,11.3,-0.43,-99.3,8.19,-1.73,-0.445,0.71,-178.8,-0.56
First-2,1.75,10.0,5.71,231,23,198,10,10.4,-0.477,-110.3,8.51,-1.73,-0.492,0.68,-197.3,-0.56
First-2,1.75,10.5,6.0,231,18,203,10,8.1,-0.693,-160.05,8.57,-1.73,-0.708,0.55,-216.05,-0.74
First-2,1.75,11.0,6.29,231,15,206,10,6.8,-0.819,-189.3,8.66,-1.73,-0.834,0.48,-240.8,-0.79
First-2,1.75,11.5,6.57,231,15,206,10,6.8,-0.787,-181.8,9.03,-1.73,-0.802,0.5,-235.8,-0.77
First-2,1.75,12.0,6.86,231,15,206,10,6.8,-0.755,-174.3,9.41,-1.73,-0.77,0.52,-230.8,-0.76
First-2,1.75,12.5,7.14,231,13,208,10,5.9,-0.845,-195.3,9.48,-1.73,-0.86,0.47,-254.3,-0.77
First-2,1.75,13.0,7.43,231,13,208,10,5.9,-0.817,-188.8,9.84,-1.73,-0.832,0.48,-250.3,-0.75
First-2,1.75,13.5,7.71,231,13,208,10,5.9,-0.789,-182.3,10.2,-1.73,-0.804,0.5,-246.3,-0.74
